# Accelerometer Data File
# Started @Mon Mar 27 17:02:31 MESZ 2017
#
#
# sensor Vendor: ST Micro
# sensor Name: LIS3DH 3-axis Accelerometer
# sensor Resolution: 0.009810001m/sec^2; Max Range: 39.24; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.47 3.491 10.316 0
-0.549 3.883 10.63 10
-0.47 4.158 10.63 9
-0.745 3.883 10.316 10
-0.941 3.373 9.885 10
-0.941 2.902 9.963 11
-0.745 2.667 9.885 9
-0.431 2.706 10.042 11
-0.196 2.863 10.277 10
-0.196 2.902 10.316 9
-0.431 2.785 10.395 12
-0.274 2.628 10.395 9
-0.353 2.588 10.395 9
-0.235 2.628 10.316 10
-0.313 2.588 10.355 10
-0.078 2.785 10.159 10
0.196 2.706 10.12 11
0.156 2.667 10.042 9
0.039 2.588 10.042 10
0.0 2.314 9.806 10
0.117 2.314 9.845 10
0.274 2.471 9.924 10
0.274 2.314 9.728 10
0.392 2.314 9.767 10
0.392 2.353 9.767 10
0.196 2.314 9.649 10
0.235 2.079 9.571 10
0.353 2.235 9.571 10
0.549 2.353 9.649 10
0.627 2.51 9.806 10
0.627 2.471 10.002 10
0.47 2.471 10.081 11
0.313 2.51 10.081 9
0.274 2.549 10.316 10
0.039 2.51 10.355 10
-0.156 2.235 10.238 10
-0.353 2.039 10.081 10
-0.156 2.079 10.159 10
-0.039 2.392 10.159 11
0.196 2.471 10.277 9
0.353 2.471 10.395 10
0.353 2.392 10.238 10
0.549 2.0 9.61 10
0.039 2.471 10.277 10
-0.156 2.628 10.395 10
-0.392 2.471 10.63 10
-0.47 2.432 10.669 10
-0.627 2.471 10.473 11
-0.588 2.588 10.316 9
-0.274 2.667 10.12 10
-0.156 2.628 10.042 10
-0.039 2.706 10.042 13
-0.039 2.824 10.12 7
0.039 2.824 10.12 10
0.039 2.745 10.159 10
0.196 2.785 10.042 10
0.156 2.785 10.002 10
0.235 2.706 10.081 10
0.313 2.745 10.12 10
0.196 2.745 10.042 10
0.156 2.745 10.081 11
0.117 2.706 10.198 9
0.078 2.628 10.12 10
0.117 2.588 10.12 10
0.039 2.628 10.12 10
0.196 2.785 9.924 10
0.235 2.941 9.845 10
0.353 3.177 9.61 10
0.509 3.373 9.414 10
0.627 3.53 9.414 11
0.666 3.726 9.532 10
0.627 3.765 9.688 9
0.549 3.883 9.767 10
0.549 3.961 9.924 10
0.588 3.765 9.924 10
0.588 3.648 10.081 11
0.509 3.569 10.12 9
0.431 3.373 10.081 11
0.47 3.177 10.081 10
0.509 2.902 9.767 10
0.588 3.02 9.688 9
0.745 2.706 9.767 10
0.666 3.098 9.649 11
0.666 3.059 9.414 9
0.666 3.098 9.414 10
0.706 3.059 9.375 11
0.549 3.098 9.375 9
0.509 3.059 9.532 10
0.431 3.216 9.571 10
0.392 3.138 9.375 11
0.353 3.177 9.688 10
0.313 3.216 9.649 9
0.47 3.334 9.532 10
0.47 3.451 9.453 11
0.549 3.53 9.375 9
0.549 3.648 9.218 10
0.627 3.726 9.218 10
0.588 3.844 9.1 11
0.549 3.883 9.139 9
0.627 3.961 9.1 11
0.784 4.079 9.296 9
0.823 4.275 9.492 10
0.784 4.393 9.767 10
0.706 4.432 9.963 11
0.666 4.236 10.042 9
0.627 4.158 10.081 10
0.706 3.922 10.002 10
0.745 3.687 10.159 10
0.627 3.569 10.238 10
0.509 3.412 10.434 10
0.392 3.451 10.551 10
0.353 3.373 10.473 10
0.313 3.412 10.434 11
0.47 3.491 10.198 10
0.666 3.53 10.002 9
0.706 3.569 10.002 11
0.745 3.53 10.002 9
0.745 3.687 10.159 10
0.745 3.726 10.12 10
0.941 3.765 10.316 10
0.862 3.765 10.551 10
0.98 3.765 10.865 10
0.98 3.804 11.022 11
0.98 3.883 11.101 9
1.019 3.687 11.454 10
0.706 3.373 11.689 10
0.431 2.941 11.846 10
0.274 2.706 11.964 10
0.039 2.471 12.042 10
-0.078 2.314 11.885 10
-0.235 2.039 11.846 10
-0.313 1.725 11.571 10
-0.313 1.608 11.414 11
-0.235 1.451 11.14 10
-0.274 1.294 10.983 9
-0.274 1.098 10.865 10
-0.431 1.098 10.865 11
-0.627 1.216 10.983 9
-0.706 1.294 11.14 10
-0.98 1.372 10.865 10
-1.137 1.255 10.748 10
-1.059 1.294 10.355 10
-0.862 1.49 10.081 10
-0.666 1.686 9.767 10
-0.392 1.647 9.414 10
-0.117 1.608 9.179 11
0.039 1.451 9.061 9
0.196 1.412 9.1 10
0.274 1.412 9.218 10
0.117 1.451 9.649 10
0.039 1.372 9.688 10
-0.156 1.333 10.042 10
-0.431 1.372 10.12 10
-0.588 1.569 10.395 10
-0.666 1.765 10.63 10
-0.745 1.843 10.473 11
-0.549 1.804 10.355 9
-0.196 1.882 10.002 10
0.0 2.079 9.767 10
-0.078 2.0 9.61 10
-0.039 2.079 9.257 10
-0.039 2.157 9.022 10
0.078 2.275 8.747 10
0.196 2.314 8.708 10
0.196 2.432 8.669 10
0.078 2.667 8.747 11
0.0 2.588 8.982 9
0.0 2.588 9.139 10
-0.039 2.667 9.296 11
-0.078 2.785 9.257 9
-0.156 2.785 9.335 11
0.0 2.785 9.257 9
0.117 2.824 9.061 11
0.196 2.902 8.982 10
0.235 2.941 9.1 9
0.313 2.981 9.218 10
0.196 2.981 9.1 10
0.156 3.138 9.532 10
0.274 3.02 9.571 10
0.274 2.981 9.728 10
0.235 3.138 10.042 11
0.156 3.255 10.002 9
0.117 3.373 10.042 10
0.117 3.451 10.081 11
0.274 3.53 9.767 9
0.392 3.726 9.492 11
0.509 3.726 9.335 10
0.588 3.765 9.728 9
0.666 4.001 9.728 10
0.588 4.079 9.924 11
0.706 4.118 10.159 9
0.745 4.275 10.355 10
0.784 4.511 10.591 10
0.862 4.589 10.787 10
0.745 4.589 10.826 10
0.745 4.393 10.983 11
0.706 4.236 11.022 9
0.745 4.079 10.983 10
0.862 4.001 11.022 11
0.745 4.079 11.101 9
0.862 4.118 11.297 11
0.784 4.079 11.218 10
1.019 4.197 11.022 9
1.176 4.118 10.865 10
1.255 4.118 10.748 11
1.294 3.961 10.63 10
1.216 3.765 10.63 9
1.098 3.608 10.708 10
1.059 3.451 10.944 10
1.137 3.216 11.14 10
1.059 3.138 11.258 10
0.941 2.863 11.336 10
0.902 2.706 11.375 10
0.588 2.432 11.297 10
0.509 2.157 11.218 10
0.627 2.039 10.983 10
0.862 2.079 10.63 10
1.059 2.118 10.277 10
1.216 2.118 10.159 10
1.216 2.079 10.042 10
1.216 2.118 10.002 10
1.255 2.275 9.806 10
1.216 2.275 9.806 10
1.137 2.392 9.767 10
1.216 2.432 9.649 11
1.176 2.275 9.649 9
1.137 2.079 9.453 10
1.059 2.079 9.296 10
1.059 2.0 9.218 10
1.294 1.843 9.257 10
1.098 1.922 9.453 10
0.941 2.039 9.649 11
0.784 1.961 9.924 9
0.902 1.882 10.081 10
0.862 1.882 10.042 11
0.706 1.882 10.12 9
0.745 1.843 9.924 10
0.666 1.804 9.767 10
0.745 1.961 9.453 11
0.666 1.961 9.218 9
0.706 2.039 9.1 10
0.666 2.196 8.943 11
0.588 2.314 9.139 9
0.47 2.471 9.218 10
0.47 2.51 9.257 11
0.47 2.628 9.257 9
0.392 2.667 9.453 10
0.47 2.706 9.335 10
0.509 2.667 9.179 10
0.627 2.588 9.179 10
0.666 2.667 9.218 11
0.588 2.588 9.414 9
0.627 2.667 9.492 10
0.666 2.667 9.492 10
0.823 2.706 9.414 10
0.784 2.745 9.414 10
0.706 2.902 9.179 11
0.706 3.098 9.061 9
0.706 3.177 9.061 10
0.745 3.373 8.943 11
0.784 3.687 8.865 10
0.745 3.687 9.022 9
0.823 3.844 9.296 11
0.666 4.001 9.492 9
0.627 4.04 9.845 10
0.588 4.079 10.042 10
0.706 4.118 10.159 11
0.706 4.158 10.316 9
0.745 4.197 10.355 10
0.706 4.197 10.277 10
0.666 4.158 10.434 10
0.666 4.001 10.551 10
0.666 4.04 10.591 10
0.745 4.079 10.904 10
0.784 4.04 10.787 10
0.823 4.079 11.061 10
0.745 3.961 10.983 10
0.784 3.648 11.14 10
0.941 3.726 11.101 10
0.941 3.687 11.493 10
0.941 3.648 11.532 20
0.784 3.334 12.003 10
0.627 2.941 12.003 11
0.431 2.745 12.356 9
0.078 2.471 12.944 10
0.0 2.314 12.866 10
-0.117 2.157 12.67 10
-0.196 2.0 12.277 10
-0.235 1.843 11.611 11
-0.274 1.49 10.826 10
-0.117 1.569 10.12 9
0.039 1.686 9.414 10
0.196 1.843 8.943 11
0.313 1.961 8.708 9
0.353 2.0 8.669 10
0.353 2.235 8.943 11
0.313 2.275 9.218 9
0.0 2.235 9.728 10
-0.274 2.0 10.316 10
-0.47 1.961 10.748 10
-0.745 1.922 11.101 10
-0.784 1.647 11.179 10
-0.627 1.412 11.14 10
-0.392 1.137 10.904 10
-0.078 1.176 10.473 10
-0.039 1.176 10.081 10
0.274 1.176 9.649 11
0.353 1.176 9.453 9
0.509 1.255 9.139 10
0.549 1.49 9.139 11
0.666 1.765 9.1 9
0.549 1.922 9.061 10
0.392 2.039 9.257 10
0.353 2.079 9.296 10
0.353 2.118 9.492 11
0.235 2.157 9.492 9
0.274 2.314 9.767 11
0.47 2.196 9.649 10
0.549 2.235 9.649 9
0.823 2.157 9.688 10
0.823 2.196 9.767 11
0.862 2.118 9.885 9
0.902 1.922 9.924 10
1.059 1.922 9.924 10
0.902 2.196 10.12 10
0.902 2.314 10.159 11
0.98 2.51 9.924 9
0.98 2.785 9.885 10
1.098 2.863 9.885 10
1.176 2.941 10.042 11
1.098 3.02 10.081 9
0.941 3.059 10.238 10
