# Accelerometer Data File
# Started @Thu Mar 30 19:09:33 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.63 6.081 7.751 0
0.63 6.081 7.751 4
0.535 6.138 7.832 5
0.535 6.138 7.832 5
0.535 6.138 7.832 3
0.463 6.138 7.794 2
0.463 6.138 7.794 5
0.396 6.1 7.851 5
0.396 6.1 7.851 5
0.396 6.1 7.851 3
0.477 6.066 7.89 2
0.477 6.066 7.89 5
0.515 6.086 7.923 5
0.515 6.086 7.923 5
0.515 6.086 7.923 3
0.487 6.129 7.981 2
0.487 6.129 7.981 5
0.578 6.057 7.89 5
0.578 6.057 7.89 5
0.578 6.057 7.89 3
0.592 6.066 7.937 2
0.702 6.119 7.985 5
0.702 6.119 7.985 5
0.707 6.114 8.0 5
0.707 6.114 8.0 3
0.707 6.114 8.0 2
0.774 6.114 8.201 5
0.774 6.114 8.201 5
0.779 6.071 8.115 5
0.779 6.071 8.115 3
0.779 6.071 8.115 2
0.817 6.215 7.899 5
0.817 6.215 7.899 5
0.745 6.445 7.492 5
0.745 6.445 7.492 3
0.745 6.445 7.492 2
0.784 6.43 7.339 5
0.784 6.43 7.339 5
0.678 6.349 7.554 5
0.678 6.349 7.554 3
0.678 6.349 7.554 2
0.707 6.2 7.803 5
0.707 6.2 7.803 5
0.86 6.229 7.976 5
0.86 6.229 7.976 3
0.86 6.229 7.976 2
1.037 6.277 7.995 5
1.037 6.277 7.995 5
1.329 6.368 7.775 5
1.329 6.368 7.775 3
1.329 6.368 7.775 2
1.353 6.512 7.559 5
1.219 6.593 7.578 5
1.219 6.593 7.578 5
1.219 6.593 7.578 3
1.009 6.387 7.784 2
1.009 6.387 7.784 5
0.889 6.272 8.1 5
0.889 6.272 8.1 5
0.889 6.272 8.1 3
0.808 6.224 8.344 2
0.808 6.224 8.344 5
0.937 6.268 8.512 5
0.937 6.268 8.512 5
0.937 6.268 8.512 3
1.181 6.44 8.45 2
1.181 6.44 8.45 5
1.339 6.856 8.301 5
1.339 6.856 8.301 5
1.339 6.856 8.301 3
1.727 7.201 8.009 2
1.727 7.201 8.009 5
1.981 7.546 7.918 5
1.981 7.546 7.918 5
1.981 7.546 7.918 3
1.947 7.781 8.182 2
1.947 7.781 8.182 5
1.827 7.886 8.321 5
1.827 7.886 8.321 5
1.827 7.886 8.321 3
2.029 8.149 8.589 2
2.029 8.149 8.589 5
2.225 8.48 9.058 5
2.546 8.954 9.297 5
2.546 8.954 9.297 3
2.546 8.954 9.297 2
2.761 9.437 9.398 5
2.761 9.437 9.398 5
2.809 9.844 9.187 5
2.809 9.844 9.187 3
2.809 9.844 9.187 2
2.867 10.108 9.01 5
2.867 10.108 9.01 5
2.646 9.672 8.809 5
2.646 9.672 8.809 3
2.646 9.672 8.809 2
2.359 9.255 8.297 5
2.359 9.255 8.297 5
1.655 8.829 8.024 5
1.655 8.829 8.024 3
1.655 8.829 8.024 2
0.774 8.374 8.143 5
0.774 8.374 8.143 5
-0.082 7.862 8.024 5
-0.082 7.862 8.024 3
-0.082 7.862 8.024 2
-0.867 7.56 7.688 5
-0.867 7.56 7.688 5
-1.729 7.259 6.946 5
-1.729 7.259 6.946 3
-1.729 7.259 6.946 2
-2.946 6.698 5.586 5
-2.946 6.698 5.586 5
-4.459 6.22 4.399 5
-4.459 6.22 4.399 3
-6.159 5.42 3.46 2
-6.159 5.42 3.46 5
-9.008 3.687 2.977 5
-9.008 3.687 2.977 5
-9.008 3.687 2.977 3
-12.034 1.288 2.943 2
-12.034 1.288 2.943 5
-15.831 -1.733 3.307 5
-15.831 -1.733 3.307 5
-15.831 -1.733 3.307 3
-19.264 -5.252 4.15 2
-19.264 -5.252 4.15 5
-21.754 -7.824 5.452 6
-21.754 -7.824 5.452 5
-21.754 -7.824 5.452 3
-21.276 -8.465 6.673 1
-21.276 -8.465 6.673 5
-19.284 -8.264 7.109 5
-19.284 -8.264 7.109 5
-19.284 -8.264 7.109 4
-16.559 -8.576 6.4 1
-16.559 -8.576 6.4 5
-13.921 -8.805 6.104 5
-13.921 -8.805 6.104 5
-13.921 -8.805 6.104 4
-12.235 -9.548 5.088 1
-12.235 -9.548 5.088 5
-11.21 -10.625 4.078 5
-11.21 -10.625 4.078 5
-11.21 -10.625 4.078 4
-9.764 -11.889 3.719 1
-7.164 -12.732 3.743 5
-7.164 -12.732 3.743 5
-4.353 -13.115 3.848 5
-4.353 -13.115 3.848 4
-4.353 -13.115 3.848 1
-1.988 -13.278 3.116 5
-1.988 -13.278 3.116 6
0.817 -13.685 2.45 5
0.817 -13.685 2.45 3
0.817 -13.685 2.45 1
5.189 -13.675 3.345 5
5.189 -13.675 3.345 5
9.8 -12.895 4.973 5
9.8 -12.895 4.973 4
9.8 -12.895 4.973 1
14.45 -11.999 5.663 5
14.45 -11.999 5.663 5
19.602 -10.433 5.955 5
19.602 -10.433 5.955 4
19.602 -10.433 5.955 1
22.02 -9.481 7.162 5
22.02 -9.481 7.162 5
22.782 -9.299 8.814 5
22.782 -9.299 8.814 4
22.782 -9.299 8.814 1
23.112 -8.092 10.475 5
23.112 -8.092 10.475 6
23.643 -6.904 11.155 5
23.643 -6.904 11.155 3
23.643 -6.904 11.155 1
24.472 -5.497 10.696 5
25.228 -3.586 10.418 5
25.228 -3.586 10.418 5
25.228 -3.586 10.418 4
25.679 -2.437 10.126 1
25.679 -2.437 10.126 5
25.789 -1.0 10.404 5
25.789 -1.0 10.404 5
25.789 -1.0 10.404 4
25.334 0.22 10.207 1
25.334 0.22 10.207 5
24.515 0.885 9.838 5
24.515 0.885 9.838 5
24.515 0.885 9.838 4
23.093 0.962 9.685 1
23.093 0.962 9.685 5
22.556 1.297 10.284 6
22.556 1.297 10.284 5
22.556 1.297 10.284 3
25.161 3.203 10.346 1
25.161 3.203 10.346 5
28.384 4.285 10.801 6
28.384 4.285 10.801 5
28.384 4.285 10.801 3
29.27 3.667 11.131 1
29.27 3.667 11.131 5
27.479 3.399 11.874 5
27.479 3.399 11.874 5
27.479 3.399 11.874 4
26.2 1.805 15.647 1
26.2 1.805 15.647 5
26.947 0.809 19.592 6
27.508 -0.756 19.727 5
27.508 -0.756 19.727 3
27.508 -0.756 19.727 1
28.614 -1.091 19.932 5
28.614 -1.091 19.932 5
30.342 -0.737 20.842 5
30.342 -0.737 20.842 4
30.342 -0.737 20.842 1
31.659 -0.325 21.699 5
31.659 -0.325 21.699 6
31.851 -0.143 20.119 5
31.851 -0.143 20.119 3
31.851 -0.143 20.119 1
31.353 -1.072 18.041 5
31.353 -1.072 18.041 6
30.395 -2.504 17.778 5
30.395 -2.504 17.778 3
30.395 -2.504 17.778 1
29.5 -4.333 19.085 5
29.5 -4.333 19.085 5
28.81 -6.962 20.047 5
28.81 -6.962 20.047 4
28.81 -6.962 20.047 1
28.145 -9.572 21.589 5
28.145 -9.572 21.589 6
26.914 -11.99 22.81 5
26.914 -11.99 22.81 3
26.914 -11.99 22.81 1
25.252 -14.757 23.179 5
25.252 -14.757 23.179 6
22.116 -17.855 21.187 5
22.116 -17.855 21.187 3
