# Accelerometer Data File
# Started @Sun Mar 26 22:21:39 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.166 7.603 5.874 0
0.199 7.666 5.859 4
0.199 7.666 5.859 5
0.199 7.666 5.859 3
0.286 7.675 5.893 2
0.286 7.675 5.893 5
0.257 7.651 5.893 5
0.257 7.651 5.893 5
0.257 7.651 5.893 4
0.223 7.627 5.883 1
0.223 7.627 5.883 5
0.156 7.656 5.826 5
0.156 7.656 5.826 5
0.156 7.656 5.826 3
0.19 7.627 5.85 2
0.19 7.627 5.85 6
0.113 7.584 5.768 4
0.113 7.584 5.768 5
0.113 7.584 5.768 3
0.013 7.541 5.783 2
0.013 7.541 5.783 5
-0.106 7.45 5.802 5
-0.106 7.45 5.802 5
-0.106 7.45 5.802 4
-0.168 7.402 5.936 6
-0.216 7.359 5.917 5
-0.216 7.359 5.917 5
-0.216 7.359 5.917 4
-0.197 7.474 5.874 1
-0.01 7.517 6.032 5
-0.01 7.517 6.032 5
0.08 7.632 5.955 5
0.08 7.632 5.955 4
0.08 7.632 5.955 1
0.089 7.714 5.955 5
0.089 7.714 5.955 5
0.104 7.819 5.783 5
0.104 7.819 5.783 4
0.104 7.819 5.783 1
0.032 7.833 5.778 5
0.032 7.833 5.778 5
-0.001 7.838 5.749 5
-0.001 7.838 5.749 4
-0.001 7.838 5.749 1
0.041 7.886 5.744 5
0.041 7.886 5.744 5
0.08 7.9 5.759 5
0.08 7.9 5.759 4
0.08 7.9 5.759 1
0.171 8.001 5.73 5
0.171 8.001 5.73 5
0.08 8.049 5.677 5
0.08 8.049 5.677 4
0.08 8.049 5.677 1
0.094 8.073 5.716 5
0.094 8.073 5.716 5
0.214 8.068 5.864 5
0.214 8.068 5.864 4
0.214 8.068 5.864 1
0.372 8.058 5.96 5
0.372 8.058 5.96 5
0.472 8.121 5.907 5
0.472 8.121 5.907 4
0.448 8.044 5.955 1
0.448 8.044 5.955 5
0.333 8.001 5.807 5
0.333 8.001 5.807 5
0.333 8.001 5.807 4
0.161 7.987 5.725 6
0.08 7.943 5.601 5
0.08 7.943 5.601 5
