# Accelerometer Data File
# Started @Mon Mar 27 17:01:07 MESZ 2017
#
#
# sensor Vendor: ST Micro
# sensor Name: LIS3DH 3-axis Accelerometer
# sensor Resolution: 0.009810001m/sec^2; Max Range: 39.24; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.509 3.608 9.806 0
0.588 3.648 9.688 10
0.666 3.569 9.532 9
0.666 3.648 9.375 10
0.745 3.765 9.296 10
0.666 3.804 9.335 10
0.392 3.844 9.492 10
0.392 4.118 9.61 10
0.509 4.197 9.688 10
0.588 4.04 9.728 10
0.509 3.491 9.767 11
0.509 3.412 9.963 9
0.588 3.726 9.885 10
0.745 3.765 9.767 10
0.706 3.608 9.61 20
0.274 3.491 10.081 10
0.0 3.412 10.159 10
0.274 3.844 9.845 10
0.353 4.118 10.081 10
0.353 4.001 9.296 10
0.392 3.844 9.492 11
0.156 3.648 9.61 9
0.039 3.53 9.492 10
0.156 3.569 9.375 10
0.431 3.844 9.571 10
0.431 3.883 9.453 10
0.156 3.765 9.767 10
-0.156 3.883 9.924 10
-0.196 4.079 10.159 10
-0.078 4.118 10.042 10
0.0 3.726 9.924 10
0.0 3.569 9.845 10
-0.039 3.687 9.806 10
0.117 3.726 9.806 10
0.235 3.648 9.728 10
0.156 3.648 9.767 10
0.156 3.726 9.649 11
0.353 3.961 9.649 10
0.509 4.04 9.649 9
0.627 4.001 9.688 11
0.431 3.883 9.885 9
0.313 3.648 9.924 10
0.196 3.687 9.924 10
0.235 3.53 9.728 11
0.353 3.726 9.767 10
0.549 3.883 9.688 9
0.666 3.765 9.728 10
0.706 3.765 9.767 10
0.862 3.726 9.924 10
0.823 3.648 9.963 11
0.666 3.608 10.12 9
0.627 3.569 10.238 10
0.588 3.608 10.12 10
0.627 3.648 9.924 10
0.588 3.569 9.885 11
0.666 3.726 9.806 9
0.666 3.726 9.688 10
0.627 3.687 9.571 10
0.745 3.608 9.492 11
0.588 3.491 9.414 10
0.784 3.53 9.414 9
0.862 3.804 9.492 10
0.902 3.844 9.61 11
0.862 3.726 9.767 9
0.627 3.608 9.806 11
0.666 3.726 9.767 9
0.627 3.804 9.806 10
0.823 3.804 9.845 10
0.823 3.726 9.767 10
0.784 3.569 9.649 11
0.745 3.451 9.532 10
0.784 3.53 9.532 9
0.902 3.687 9.688 10
0.862 3.765 9.767 10
0.823 3.804 9.924 11
0.706 3.726 10.081 9
0.47 3.726 10.159 10
0.47 3.648 10.198 11
0.392 3.608 10.081 9
0.392 3.569 10.002 11
0.588 3.53 9.924 9
0.745 3.648 9.963 11
0.666 3.53 10.002 9
0.666 3.53 9.885 10
0.509 3.491 9.963 10
0.47 3.491 9.963 10
0.353 3.53 10.081 10
0.274 3.53 9.963 10
0.431 3.608 10.002 10
0.313 3.53 10.198 11
0.117 3.608 9.963 9
0.078 3.53 9.963 11
0.313 3.569 9.885 9
