# Accelerometer Data File
# Started @Sat Apr 01 15:38:09 CEST 2017
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LSM330 3-axis Accelerometer
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.287 8.216 5.592 0
-0.162 8.121 5.669 9
-0.105 8.015 5.64 10
-0.009 7.881 5.497 10
0.095 7.757 5.401 10
0.134 7.718 5.43 10
0.258 7.709 5.516 9
0.335 7.785 5.525 10
0.248 7.852 5.324 10
0.124 7.843 5.305 9
-0.067 7.833 5.487 11
-0.258 7.92 5.688 9
-0.296 7.881 5.803 10
-0.268 7.776 6.033 10
-0.258 7.709 6.512 9
-0.191 7.805 6.885 10
-0.268 8.054 7.173 10
-0.775 8.169 8.015 10
-0.957 8.494 7.824 9
-0.411 8.36 6.742 10
-0.057 8.169 6.588 10
-0.229 9.069 5.928 10
-2.202 10.812 4.127 10
-1.647 8.494 5.41 9
0.067 7.929 6.742 10
0.9 8.341 6.761 10
0.823 8.331 5.908 9
0.459 8.101 4.357 10
0.775 8.207 3.572 11
1.187 8.169 3.122 9
1.647 7.651 3.198 9
2.039 6.799 3.074 10
2.777 5.861 3.294 10
3.773 5.2 4.127 10
4.817 5.114 5.181 10
5.573 5.046 6.042 9
5.908 5.228 6.224 10
5.41 5.966 3.667 10
4.357 7.019 4.97 10
2.595 6.856 4.96 9
1.675 7.048 5.257 10
0.948 7.699 6.09 10
0.43 8.293 6.435 10
0.191 8.255 5.928 9
0.057 8.006 5.477 10
0.268 7.632 5.267 10
0.66 7.508 4.989 10
1.024 7.469 5.008 9
1.34 7.479 4.778 10
1.446 7.402 4.501 10
1.302 7.364 5.046 10
1.043 7.354 6.004 10
0.737 7.345 6.684 9
0.804 7.144 6.991 10
0.584 7.077 6.684 10
0.268 7.096 6.196 10
0.67 7.144 6.138 9
1.302 7.278 6.167 10
1.532 7.22 6.272 10
1.283 6.675 6.358 10
0.0 7.125 6.502 9
-0.277 7.249 7.019 10
-0.354 6.713 7.584 10
0.325 6.665 8.073 10
1.407 7.067 7.527 10
2.604 7.335 6.617 9
3.677 7.412 5.985 10
4.185 7.517 5.918 10
3.849 7.383 6.157 10
2.585 7.536 6.703 9
1.532 7.651 6.866 10
0.679 7.517 6.933 10
0.114 7.536 7.125 10
-0.191 7.527 7.259 9
-0.258 7.307 7.211 10
-0.201 6.952 6.914 10
-0.239 6.703 6.521 10
-0.565 6.751 6.301 9
-0.928 6.904 6.272 10
-1.11 6.78 6.052 10
-1.101 6.445 5.851 10
-0.976 6.349 5.669 9
-0.794 6.378 5.554 10
-0.574 6.55 5.65 10
-0.565 6.473 6.119 10
-0.402 6.588 6.291 10
-0.191 6.761 6.205 9
-0.44 6.56 6.186 10
-0.861 6.32 6.119 10
-0.823 6.397 6.397 10
-0.526 6.55 6.569 9
-0.134 6.789 6.818 10
0.277 7.019 7.364 10
0.488 7.077 7.345 10
-0.22 6.54 7.01 9
-0.45 6.876 6.895 10
0.172 7.345 7.268 10
0.229 7.268 7.326 10
0.172 7.067 7.508 10
0.028 6.991 7.747 9
0.076 6.933 7.45 10
0.354 6.962 7.23 10
0.708 7.086 7.182 10
0.842 7.115 7.01 9
0.842 7.048 6.876 10
0.746 6.952 6.751 10
0.651 7.048 6.751 10
0.775 7.086 7.0 10
0.842 7.086 7.259 9
0.593 7.058 7.345 10
0.296 7.01 7.173 10
0.287 6.981 7.067 10
0.459 7.01 7.019 9
0.488 7.038 7.115 10
0.363 7.038 7.067 10
0.21 7.01 6.885 10
0.114 6.943 6.675 10
0.0 6.924 6.512 9
0.047 6.885 6.502 10
0.114 6.78 6.655 10
0.038 6.703 6.866 9
-0.076 6.627 6.962 10
-0.105 6.493 6.856 10
-0.028 6.435 6.77 10
0.22 6.435 6.837 10
0.459 6.435 7.019 9
0.325 6.358 7.268 10
-0.009 6.272 7.364 10
-0.335 6.234 7.412 10
-0.296 6.244 7.709 9
-0.057 6.301 7.91 11
0.086 6.339 7.718 9
0.21 6.416 7.278 10
0.335 6.483 6.837 10
0.392 6.56 6.569 9
0.344 6.617 6.665 10
0.22 6.636 6.914 10
0.258 6.675 7.249 9
0.325 6.694 7.364 10
0.124 6.684 7.364 10
-0.181 6.694 7.268 10
-0.316 6.742 6.962 10
-0.277 6.78 6.569 9
-0.191 6.809 6.349 10
-0.22 6.933 6.339 10
-0.459 7.038 6.54 10
-0.957 7.048 6.789 9
-1.561 7.163 6.799 10
-2.288 7.307 6.751 10
-3.122 7.479 6.684 10
-3.84 7.69 7.019 9
-4.242 7.814 7.852 10
-4.118 7.785 8.887 10
-3.265 7.92 9.931 10
-1.704 8.178 11.166 10
0.881 8.427 12.689 9
4.146 8.992 13.915 10
6.991 9.682 14.623 10
8.887 10.371 15.102 10
10.122 10.84 15.342 9
11.089 11.013 15.38 10
11.903 11.109 15.112 10
13.551 11.137 14.623 10
15.409 10.86 13.618 9
16.261 10.323 12.191 10
16.912 9.385 10.668 10
17.199 8.082 9.375 10
16.634 6.876 8.418 9
15.418 5.554 7.201 10
14.116 3.792 5.65 10
12.708 2.126 4.118 10
11.338 0.306 2.796 10
9.998 -1.503 1.484 9
8.714 -2.796 0.124 10
7.422 -4.328 -1.388 10
4.778 -5.621 -3.035 10
1.57 -6.445 -4.606 9
-1.024 -7.22 -6.291 11
-3.476 -7.642 -7.565 9
-6.004 -7.872 -8.015 10
-7.948 -7.996 -7.603 10
-10.113 -7.556 -6.397 9
-12.871 -6.627 -4.175 10
-15.064 -5.985 -1.8 10
-16.768 -5.066 0.603 10
-18.215 -3.916 3.256 10
-19.584 -2.806 5.248 9
-20.503 -1.81 7.019 10
-20.58 -0.325 9.021 9
-19.325 1.446 11.386 10
-16.941 3.045 13.723 10
-13.656 4.865 16.232 10
-9.662 6.943 18.751 10
-6.11 8.877 20.475 9
-2.604 10.658 21.088 10
0.469 12.133 20.484 10
2.643 13.378 19.393 10
6.129 14.48 18.77 9
9.797 15.466 18.071 10
12.133 16.117 16.606 10
13.397 16.232 14.968 10
13.905 15.964 12.919 10
13.704 15.217 10.419 9
13.33 14.317 8.542 10
12.65 13.34 7.077 10
11.836 12.267 5.899 10
11.348 11.118 4.884 10
11.118 9.902 3.696 9
11.061 8.437 2.576 10
10.812 6.866 1.972 10
10.036 5.726 2.509 10
8.542 4.778 3.122 9
6.483 3.993 3.639 10
4.616 3.495 3.61 10
3.15 3.064 2.949 10
1.857 2.662 2.059 9
0.842 2.394 1.58 10
0.258 2.231 1.647 10
0.076 2.355 2.164 10
-0.047 2.873 2.643 10
0.143 3.62 2.901 9
0.488 4.414 3.303 10
0.794 5.324 3.964 10
0.823 6.004 4.721 9
0.794 6.54 5.679 10
0.67 7.029 6.464 10
0.536 7.335 6.904 10
0.622 7.575 7.067 10
0.948 7.709 7.0 9
1.417 7.824 7.24 10
2.24 7.872 7.814 10
3.045 8.025 8.676 10
3.026 8.216 9.241 9
2.355 8.226 9.634 11
1.666 8.159 9.825 9
1.015 8.063 9.73 10
0.67 7.881 9.241 9
0.67 7.699 8.456 10
0.9 7.603 7.642 10
1.034 7.556 7.048 10
1.015 7.536 6.761 9
0.871 7.45 6.493 10
0.545 7.307 6.205 10
0.248 7.297 5.966 10
0.038 7.326 5.755 9
-0.095 7.297 5.726 10
-0.258 7.335 5.995 10
-0.411 7.22 6.205 10
-0.459 7.058 6.119 9
-0.392 7.019 5.947 10
-0.306 6.943 6.148 10
-0.306 6.885 6.358 10
-0.363 6.617 6.33 10
0.124 7.01 6.607 9
0.727 7.192 6.799 10
1.101 7.173 6.77 10
1.024 7.153 6.368 9
0.909 7.096 5.918 10
0.957 7.173 5.583 10
0.976 7.173 5.305 10
1.206 7.22 5.152 10
1.407 7.335 5.19 9
1.522 7.412 5.238 10
1.733 7.556 5.468 10
1.79 7.651 5.707 10
1.742 7.584 5.784 10
1.608 7.508 5.947 9
1.417 7.489 6.09 10
1.292 7.479 6.196 10
1.446 7.498 6.062 9
1.8 7.508 5.822 11
2.087 7.594 5.583 9
3.83 8.379 5.276 10
4.06 8.398 4.299 10
1.589 8.025 3.801 10
1.082 7.354 4.319 9
1.13 7.287 4.951 10
1.12 7.077 5.372 10
0.909 6.818 6.148 9
0.363 6.78 7.125 10
0.086 6.54 7.69 10
0.632 8.954 8.111 10
2.183 9.222 8.532 9
2.604 6.483 7.249 10
2.001 7.144 6.081 10
1.733 7.814 5.985 10
1.608 7.546 5.65 10
1.235 7.527 5.554 9
0.737 7.565 5.343 10
0.383 7.661 5.171 10
0.191 7.651 5.439 10
0.086 7.46 5.947 9
-0.201 7.211 6.387 10
-0.785 7.163 6.684 10
-0.363 6.914 6.291 10
-0.201 7.287 6.358 10
0.0 7.153 5.88 9
0.43 7.422 5.975 10
0.861 8.149 5.382 10
1.733 8.58 6.301 9
2.518 8.149 5.2 10
2.537 8.082 4.185 11
1.867 8.006 3.687 9
1.225 7.738 3.897 10
0.823 7.757 4.223 9
0.785 7.872 4.165 10
1.446 8.044 4.271 10
2.518 8.054 5.353 10
3.026 7.785 5.928 10
2.949 7.546 5.554 9
3.102 6.713 5.209 10
2.7 6.847 5.343 10
1.915 7.182 5.65 9
1.235 6.933 5.851 10
0.651 6.799 5.65 10
0.287 6.904 5.487 10
0.574 7.029 5.286 9
1.369 7.096 4.932 10
2.097 7.575 4.386 10
2.183 8.226 4.405 10
1.599 8.647 5.027 10
0.536 8.753 5.832 9
-0.325 8.724 6.579 10
-0.833 8.418 6.751 10
-0.938 8.111 6.502 10
-0.22 8.35 6.368 9
0.22 8.446 6.349 10
0.201 8.475 6.311 10
-0.057 8.226 5.947 10
-0.287 8.015 5.592 10
-0.268 7.939 5.621 9
-0.009 8.006 5.688 10
0.22 7.929 5.382 10
0.383 7.881 4.979 10
0.306 7.996 4.74 9
-0.067 8.245 4.673 10
-0.478 8.465 4.865 10
-0.861 8.628 5.123 10
-0.871 8.504 5.219 10
-0.699 8.188 5.027 9
-0.545 7.987 4.807 10
-0.258 7.948 4.788 10
-0.143 8.025 4.97 9
-0.344 8.149 5.142 10
-0.411 8.149 5.324 10
-0.296 8.063 5.305 10
-0.076 8.101 5.142 9
-0.076 8.178 4.797 10
0.0 8.13 4.654 10
-0.134 8.149 4.501 10
-0.373 8.274 4.386 10
-0.43 8.389 4.29 10
-0.43 8.37 4.357 9
-0.363 8.226 4.539 10
-0.325 8.14 4.673 10
-0.287 8.264 4.759 9
-0.383 8.398 4.663 10
-0.517 8.513 4.702 10
-0.881 8.695 4.644 10
-1.283 8.772 3.466 10
-2.269 9.03 -0.555 10
-1.091 8.896 4.74 9
-1.063 9.184 6.579 10
-1.206 9.241 6.378 9
-1.388 9.145 5.841 10
-1.465 8.896 4.807 10
-1.589 8.599 3.754 10
-1.503 8.58 3.83 10
-0.861 8.35 4.414 9
-0.392 8.121 4.807 10
-0.258 8.025 5.094 10
-0.153 8.025 5.334 10
0.038 8.034 5.42 9
0.229 7.996 5.43 10
0.248 8.025 5.315 10
0.248 7.891 5.497 10
0.21 7.852 5.669 9
0.201 7.939 5.391 10
0.277 7.967 5.267 10
0.335 8.015 5.353 10
0.344 8.111 5.209 9
0.143 8.121 5.027 10
-0.019 8.101 4.922 10
-0.086 8.149 4.75 10
-0.134 8.216 4.635 10
-0.22 8.331 4.711 9
-0.335 8.389 4.845 10
-0.421 8.398 4.903 10
-0.411 8.37 4.951 10
-0.421 8.341 4.979 9
-0.43 8.322 4.989 10
-0.411 8.293 4.999 10
-0.421 8.255 5.027 10
-0.392 8.236 5.085 9
-0.45 8.303 5.152 11
-0.497 8.274 5.19 9
-0.469 8.207 5.114 10
-0.43 8.121 5.046 9
-0.43 8.101 5.114 10
-0.43 8.216 5.2 10
-0.363 8.283 5.238 10
-0.277 8.226 5.248 10
-0.22 8.169 5.152 9
-0.229 8.14 5.056 10
-0.21 8.178 4.989 10
-0.22 8.197 4.96 10
-0.239 8.197 4.979 9
-0.248 8.188 4.999 10
-0.277 8.178 4.989 10
-0.287 8.111 4.979 10
-0.21 8.063 4.932 9
-0.229 8.015 4.845 10
-0.229 7.996 4.788 10
-0.296 7.996 4.721 10
-0.325 7.929 4.692 10
-0.344 7.939 4.817 9
-0.325 7.987 4.941 10
-0.335 8.034 4.912 10
-0.306 8.034 4.74 10
-0.277 8.073 4.711 9
-0.248 8.054 4.759 10
-0.258 8.082 4.855 10
-0.335 8.111 5.018 10
-0.354 8.149 5.209 9
-0.402 8.207 5.209 10
-0.459 8.245 5.142 10
-0.469 8.283 5.152 10
-0.392 8.236 5.161 10
-0.287 8.178 5.046 9
-0.277 8.178 4.979 10
-0.335 8.255 4.951 10
-0.44 8.312 4.941 9
-0.593 8.37 4.989 10
-0.632 8.379 5.056 10
-0.584 8.418 5.2 10
-0.603 8.437 5.334 9
-0.67 8.427 5.391 10
-0.66 8.389 5.363 10
-0.641 8.331 5.238 10
-0.488 8.245 5.027 10
-0.383 8.178 4.855 9
-0.335 8.255 4.845 10
-0.383 8.341 4.884 10
-0.45 8.36 4.932 10
-0.44 8.293 4.979 10
-0.335 8.216 5.008 9
-0.287 8.159 5.008 10
-0.354 8.121 5.037 10
-0.402 8.159 5.075 9
-0.45 8.197 5.094 10
-0.421 8.216 5.027 10
-0.316 8.14 5.046 10
-0.248 8.092 5.142 10
-0.239 8.111 5.209 10
-0.181 8.13 5.152 9
-0.258 8.101 4.979 10
-0.316 8.073 4.807 10
-0.296 8.054 4.721 10
-0.296 8.063 4.692 9
-0.229 8.073 4.75 10
-0.134 7.987 4.855 10
-0.019 7.872 4.989 10
0.0 7.881 5.152 9
-0.134 7.977 5.046 10
-0.383 8.14 4.951 10
-0.43 8.245 4.989 10
-0.392 8.341 5.171 10
