# Accelerometer Data File
# Started @Sat Apr 01 15:38:17 CEST 2017
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LSM330 3-axis Accelerometer
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
3.112 5.956 1.091 0
4.759 6.263 5.544 9
4.108 6.148 5.612 10
2.355 7.096 4.855 10
0.287 8.13 3.658 10
-0.919 8.389 2.997 9
-1.273 8.36 2.959 10
-0.708 8.236 2.94 10
-0.067 8.226 2.959 10
0.287 8.341 3.667 9
0.363 8.446 4.596 10
0.21 8.283 5.324 10
0.22 8.006 5.899 10
0.277 7.872 5.947 9
0.612 8.13 6.119 10
0.536 8.226 6.052 10
0.344 8.063 5.88 10
0.632 7.287 5.554 10
0.948 6.895 5.286 9
0.814 6.895 5.2 10
0.775 7.067 5.688 10
0.66 7.086 6.215 10
1.675 7.498 7.163 9
1.561 7.479 8.236 10
0.497 7.077 8.724 10
-0.67 7.163 8.226 10
-0.66 7.489 8.101 9
-0.277 7.201 7.584 10
-0.191 7.173 7.785 10
-0.622 7.038 7.709 10
-0.861 6.694 7.805 10
-0.593 6.703 7.747 9
0.823 6.856 7.441 10
1.561 7.096 6.789 10
1.379 6.837 5.956 10
0.287 6.627 5.152 9
-1.082 6.646 4.922 10
-2.106 6.473 6.033 10
-1.723 6.56 6.665 10
-1.264 6.56 7.173 9
-0.469 6.617 7.268 10
-0.134 6.607 6.789 10
-0.526 6.569 6.014 10
-1.13 6.636 5.19 9
-1.398 6.636 4.721 10
-1.149 6.675 4.73 10
-0.9 6.713 5.372 10
-0.814 6.684 5.956 10
-0.871 6.675 6.339 9
-0.995 6.761 6.636 10
-1.034 6.809 6.224 10
-0.89 6.885 5.43 10
-0.718 7.086 4.999 9
-0.526 7.077 5.2 10
-0.44 7.01 5.554 10
-0.9 7.01 6.157 10
-1.924 7.0 6.933 9
-2.873 6.962 7.249 10
-3.332 7.019 7.393 10
-3.754 7.134 7.508 10
-4.309 7.182 7.632 10
-4.357 7.335 7.469 9
-4.204 7.651 7.307 10
-3.878 7.776 7.843 10
-2.633 7.967 10.572 9
-1.637 8.092 13.11 10
-0.622 7.987 14.805 10
1.225 8.561 15.935 10
4.089 9.538 16.596 10
7.192 10.524 16.96 9
10.026 11.587 17.075 10
12.756 12.583 17.41 10
15.476 13.311 18.262 10
17.065 13.532 18.272 9
18.55 13.072 17.755 10
19.699 12.028 16.903 10
19.507 10.266 15.045 10
18.09 8.101 12.009 9
16.51 6.081 8.676 10
15.524 4.031 5.544 10
16.203 1.264 2.767 10
16.395 -1.484 0.593 10
14.547 -3.744 -0.928 9
11.329 -5.497 -1.991 10
8.044 -6.914 -2.681 10
4.845 -8.101 -3.715 10
1.924 -8.992 -4.663 9
-0.335 -9.289 -5.085 10
-2.327 -9.72 -5.276 10
-4.836 -9.634 -5.228 10
-7.201 -8.676 -4.596 10
-8.916 -7.872 -3.323 9
-10.601 -7.029 -2.193 10
-12.018 -6.042 -2.212 10
-12.775 -5.334 -2.154 10
-13.943 -4.692 -1.532 9
-15.638 -4.357 -0.239 10
-18.033 -3.849 2.691 10
-20.791 -3.064 6.924 10
-23.06 -1.944 11.118 9
-24.21 0.134 15.016 10
-22.84 2.126 17.286 10
-19.22 4.05 18.32 10
-13.675 6.042 19.45 10
-8.494 8.216 21.557 9
-3.648 10.218 24.459 10
0.536 12.622 26.403 10
4.501 14.901 26.527 10
9.097 16.596 25.752 9
13.072 17.717 24.928 10
16.002 18.387 23.606 10
17.688 18.358 21.978 10
17.946 17.688 20.14 10
16.414 16.529 17.774 9
15.035 15.437 15.093 10
14.92 14.298 12.181 10
15.265 12.593 9.117 10
14.872 10.247 6.349 9
13.532 8.015 4.022 10
