# Accelerometer Data File
# Started @Sun Mar 26 22:18:28 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.86 7.297 6.879 0
0.721 7.187 6.242 5
0.721 7.187 6.242 3
0.721 7.187 6.242 2
0.587 6.88 4.677 5
0.587 6.88 4.677 5
0.803 6.579 3.197 5
0.803 6.579 3.197 3
0.803 6.579 3.197 2
0.568 6.454 3.116 5
0.568 6.454 3.116 5
0.271 6.224 4.38 5
0.271 6.224 4.38 3
0.271 6.224 4.38 2
-0.178 5.832 5.989 5
-0.168 5.712 6.98 5
-0.168 5.712 6.98 5
-0.168 5.712 6.98 3
-0.221 5.99 7.186 2
-0.221 5.99 7.186 5
-0.058 6.153 7.32 5
-0.058 6.153 7.32 5
-0.058 6.153 7.32 3
0.401 6.105 6.76 2
0.401 6.105 6.76 5
0.448 5.999 6.443 5
0.448 5.999 6.443 5
0.448 5.999 6.443 4
0.324 5.932 7.104 6
0.367 5.932 7.784 5
0.367 5.932 7.784 5
0.367 5.932 7.784 3
0.343 6.459 8.115 2
0.343 6.459 8.115 5
0.089 6.722 9.034 5
0.089 6.722 9.034 5
0.089 6.722 9.034 3
0.492 6.358 8.412 2
0.492 6.358 8.412 5
0.764 5.817 7.329 5
0.764 5.817 7.329 5
0.764 5.817 7.329 3
1.397 5.841 6.381 2
1.397 5.841 6.381 5
2.642 6.186 5.869 5
2.642 6.186 5.869 5
2.642 6.186 5.869 3
3.934 6.971 5.85 2
5.05 7.671 7.214 5
5.05 7.671 7.214 5
4.447 7.441 7.985 5
4.447 7.441 7.985 3
4.447 7.441 7.985 2
-0.594 7.005 8.646 5
-0.594 7.005 8.646 5
-4.104 7.704 7.813 5
-4.104 7.704 7.813 3
-4.104 7.704 7.813 2
-0.958 6.971 5.04 5
-0.958 6.971 5.04 5
2.345 6.382 5.749 5
2.345 6.382 5.749 3
2.345 6.382 5.749 2
3.542 7.034 6.147 5
3.542 7.034 6.147 5
2.924 6.976 6.161 5
2.924 6.976 6.161 3
2.924 6.976 6.161 2
1.555 6.809 6.199 5
1.555 6.809 6.199 5
0.946 6.617 6.276 5
0.946 6.617 6.276 4
0.946 6.617 6.276 1
2.057 6.133 9.106 5
2.057 6.133 9.106 5
1.713 5.755 7.66 5
1.713 5.755 7.66 3
1.713 5.755 7.66 2
0.496 6.177 8.115 5
0.496 6.177 8.115 5
0.367 6.708 7.88 5
0.367 6.708 7.88 4
1.914 6.181 7.133 1
1.914 6.181 7.133 5
2.282 6.081 7.325 5
2.282 6.081 7.325 5
2.282 6.081 7.325 4
2.689 6.009 7.65 1
2.689 6.009 7.65 5
2.498 5.755 8.584 5
2.498 5.755 8.584 5
2.498 5.755 8.584 3
1.799 5.396 9.982 2
1.799 5.396 9.982 5
2.34 5.358 8.981 5
2.34 5.358 8.981 5
2.34 5.358 8.981 3
1.938 5.621 9.379 2
1.938 5.621 9.379 5
-0.274 6.387 9.369 5
