# Accelerometer Data File
# Started @Sun Mar 26 22:19:01 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.192 7.393 7.258 0
-0.221 7.417 6.669 5
-0.221 7.417 6.669 3
-0.221 7.417 6.669 2
-0.207 7.311 6.578 5
-0.207 7.311 6.578 5
-0.499 6.952 6.635 5
-0.499 6.952 6.635 3
-0.499 6.952 6.635 2
-0.503 6.828 6.324 5
-0.503 6.828 6.324 5
-0.566 6.703 6.127 5
-0.566 6.703 6.127 3
-0.566 6.703 6.127 2
-0.465 6.66 5.888 5
-0.465 6.66 5.888 5
-0.35 6.742 5.711 5
-0.35 6.742 5.711 3
-0.35 6.742 5.711 2
-0.389 6.756 5.376 5
-0.389 6.756 5.376 5
-0.427 6.77 5.079 5
-0.427 6.77 5.079 3
-0.427 6.77 5.079 2
-0.403 6.804 4.868 5
-0.403 6.804 4.868 5
-0.231 6.924 4.643 5
-0.231 6.924 4.643 4
0.008 7.082 4.758 6
0.008 7.082 4.758 5
0.171 7.038 5.064 5
0.171 7.038 5.064 3
0.07 6.947 5.108 2
0.07 6.947 5.108 5
-0.082 6.9 5.117 5
-0.082 6.9 5.117 5
-0.082 6.9 5.117 4
-0.154 6.914 4.906 1
-0.154 6.914 4.906 5
-0.269 6.914 4.897 5
-0.269 6.914 4.897 5
-0.269 6.914 4.897 3
-0.341 6.914 4.959 2
-0.341 6.914 4.959 5
-0.254 7.067 5.04 5
-0.254 7.067 5.04 5
-0.254 7.067 5.04 3
-0.168 7.182 5.064 2
-0.168 7.182 5.064 5
-0.092 7.249 5.04 5
-0.092 7.249 5.04 5
-0.092 7.249 5.04 3
-0.226 7.287 5.074 2
-0.226 7.287 5.074 5
-0.322 7.264 4.734 5
