timestamp;x;y;z;|V|;dx;dy;dz;d|V|
0;-0,239;1,57;9,825;0;0;0;0;
1;-0,402;1,695;9,643;9;-0,163;0,125;-0,182;9
2;-0,383;1,8;9,097;10;0,019;0,105;-0,546;1
3;-0,335;1,972;9,375;10;0,048;0,172;0,278;0
4;-0,229;1,857;9,595;10;0,106;-0,115;0,22;0
5;-0,067;1,455;9,806;9;0,162;-0,402;0,211;-1
6;-0,047;1,034;9,959;10;0,02;-0,421;0,153;1
7;-0,325;0,938;10,247;10;-0,278;-0,096;0,288;0
8;-0,67;1,101;10,122;10;-0,345;0,163;-0,125;0
9;-0,871;1,302;10,16;9;-0,201;0,201;0,038;-1
10;-0,976;1,474;10,113;10;-0,105;0,172;-0,047;1
11;-1,034;1,522;9,701;10;-0,058;0,048;-0,412;0
12;-1,312;1,532;8,322;10;-0,278;0,01;-1,379;0
13;-0,957;1,446;8,264;9;0,355;-0,086;-0,058;-1
14;-0,009;1,053;8,992;10;0,948;-0,393;0,728;1
15;0,612;0,258;9,337;10;0,621;-0,795;0,345;0
16;0,612;-0,201;9,433;10;0;-0,459;0,096;0
17;0,354;-0,383;9,615;10;-0,258;-0,182;0,182;0
18;0,603;-0,421;9,959;9;0,249;-0,038;0,344;-1
19;0,105;-0,66;10,467;10;-0,498;-0,239;0,508;1
20;0,019;-1,235;11,52;10;-0,086;-0,575;1,053;0
21;1,283;-1,733;14,049;10;1,264;-0,498;2,529;0
22;1,474;-1,589;13,397;9;0,191;0,144;-0,652;-1
23;0,928;-0,373;13,713;10;-0,546;1,216;0,316;1
24;0,555;0,181;12,842;10;-0,373;0,554;-0,871;0
25;0,66;0,469;11,568;10;0,105;0,288;-1,274;0
26;1,369;0,124;11,645;9;0,709;-0,345;0,077;-1
27;1,848;-0,363;10,869;10;0,479;-0,487;-0,776;1
28;2,327;-0,938;9,758;10;0,479;-0,575;-1,111;0
29;2,71;-1,35;9,519;10;0,383;-0,412;-0,239;0
30;2,547;-1,714;8,896;9;-0,163;-0,364;-0,623;-1
