# Accelerometer Data File
# Started @Mon Mar 27 16:47:33 MESZ 2017
#
#
# sensor Vendor: ST Micro
# sensor Name: LIS3DH 3-axis Accelerometer
# sensor Resolution: 0.009810001m/sec^2; Max Range: 39.24; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.117 4.001 9.885 0
0.196 4.118 9.806 10
0.078 3.961 9.806 10
-0.117 3.726 9.845 10
-0.078 3.804 10.042 10
0.0 3.922 10.198 10
-0.039 3.844 10.159 10
-0.039 3.804 10.198 10
-0.156 3.648 10.081 10
-0.235 3.648 9.885 10
-0.078 3.804 9.728 10
-0.196 3.804 9.453 10
-0.274 3.765 9.257 10
-0.313 3.765 9.179 10
-0.353 3.844 9.179 10
-0.313 4.079 9.139 10
-0.392 4.197 9.257 10
-0.235 4.158 9.335 10
-0.156 4.001 9.492 10
-0.274 3.844 9.532 10
-0.313 3.687 9.414 10
-0.117 3.569 9.335 10
-0.078 3.765 9.218 10
-0.196 4.04 9.218 9
-0.274 4.393 9.218 11
-0.47 4.471 9.453 10
-0.745 4.589 9.375 10
-0.706 4.667 9.296 10
-0.666 4.746 9.179 10
-0.313 4.667 9.022 10
-0.156 4.667 8.982 10
-0.078 4.55 8.982 10
-0.039 4.432 9.061 10
-0.078 4.432 9.375 10
-0.196 4.354 9.61 10
-0.431 4.275 9.688 10
-0.392 4.236 9.885 10
-0.392 4.236 9.767 10
-0.549 4.275 9.492 10
-0.627 4.275 9.139 10
-0.47 4.393 8.825 10
-0.235 4.432 8.59 10
-0.117 4.707 8.355 10
-0.039 4.628 8.119 10
0.0 4.511 8.041 10
0.0 4.432 8.08 10
0.039 4.236 8.041 10
-0.039 4.236 8.276 10
-0.313 4.158 8.316 10
-0.627 4.118 8.512 10
-0.666 4.236 8.629 10
-0.431 4.589 8.904 10
-0.431 4.707 9.022 10
-0.47 4.667 9.022 10
-0.392 4.628 9.022 10
-0.313 4.511 9.061 10
-0.196 4.511 8.982 10
-0.117 4.511 9.022 10
-0.117 4.55 9.179 10
-0.078 4.628 9.532 10
-0.078 4.589 9.61 10
-0.078 4.589 9.845 10
0.0 4.55 9.767 10
0.039 4.589 9.688 10
0.078 4.746 9.571 10
0.156 4.785 9.453 9
0.039 4.864 9.414 11
0.0 4.942 9.257 10
0.078 5.021 9.296 10
0.117 5.138 9.414 10
0.078 5.295 9.806 10
0.0 5.295 10.081 10
-0.196 5.099 10.198 10
-0.196 5.06 10.316 10
-0.039 4.903 10.277 10
0.039 4.824 10.198 10
-0.039 4.785 9.963 10
0.039 4.628 9.845 10
0.117 4.667 9.728 10
0.47 4.864 9.924 10
0.549 4.903 9.963 10
0.509 4.785 10.198 10
0.274 4.511 10.198 10
0.549 4.511 10.355 10
0.431 4.432 10.512 10
0.431 4.511 10.669 10
0.47 4.158 10.904 10
0.353 3.922 10.748 10
0.392 3.687 10.787 10
0.196 3.491 11.454 10
-0.078 3.295 11.689 10
-0.156 3.216 11.571 10
-0.039 2.902 11.414 10
0.117 2.51 11.689 10
0.117 2.314 11.414 10
0.392 2.235 11.14 10
0.47 2.079 10.748 10
0.862 2.157 10.434 10
0.784 2.079 9.963 10
0.862 1.961 9.532 10
0.98 2.079 9.257 10
1.137 2.157 8.943 10
1.294 2.314 8.943 10
1.333 2.432 9.139 10
1.333 2.392 9.218 10
1.255 2.275 9.296 10
1.255 2.235 9.571 10
1.216 2.118 9.571 10
1.216 2.039 9.767 10
1.137 1.961 9.806 10
0.941 1.686 9.963 10
0.823 1.529 10.002 10
0.823 1.765 10.198 10
0.745 1.882 10.355 9
0.47 1.922 10.434 11
0.235 2.039 10.198 10
0.117 2.196 9.806 10
0.313 2.314 9.492 10
0.353 2.392 9.061 10
0.431 2.432 8.708 10
0.47 2.628 8.472 10
0.627 2.824 8.237 10
0.745 2.745 8.355 10
0.627 2.902 8.472 10
0.509 3.059 8.708 10
0.47 3.059 8.982 10
0.392 2.785 9.296 10
0.117 2.745 9.139 10
0.117 2.863 9.179 10
0.196 3.02 9.139 9
0.078 3.177 8.904 11
0.0 3.451 8.865 10
0.0 3.53 8.669 10
0.039 3.412 8.394 10
0.235 3.412 8.433 10
0.431 3.373 8.825 10
0.392 3.373 9.1 10
0.274 3.138 9.61 10
0.117 3.255 9.924 10
0.0 3.334 10.042 10
-0.078 3.53 10.12 10
-0.117 3.491 10.081 10
-0.039 3.569 9.806 10
0.078 3.765 9.688 10
0.078 3.804 9.61 10
0.156 4.04 9.571 10
0.235 4.158 9.806 10
0.156 4.079 10.002 10
0.039 4.04 10.081 10
0.0 4.158 10.081 10
0.039 4.236 10.238 10
0.117 4.393 10.159 10
0.235 4.393 10.12 10
0.235 4.393 10.238 10
0.117 4.236 10.198 10
0.196 4.04 10.395 10
0.274 3.922 10.355 10
0.353 3.804 10.434 10
0.588 3.883 10.473 10
0.666 3.765 10.63 10
0.588 3.726 10.669 10
0.509 3.844 10.865 10
0.47 3.922 11.101 10
0.313 3.844 11.493 10
0.078 3.765 11.807 10
-0.156 3.295 11.964 10
-0.431 2.863 11.807 10
-0.47 2.549 11.532 10
-0.509 2.314 11.297 10
-0.549 2.275 10.904 10
-0.509 2.275 10.591 10
-0.588 2.235 10.198 10
-0.353 2.392 10.042 10
