# Accelerometer Data File
# Started @Sat Apr 01 16:22:47 CEST 2017
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LSM330 3-axis Accelerometer
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.593 2.221 9.442 0
-0.574 2.193 9.509 9
-0.536 2.164 9.749 10
-0.517 2.221 9.931 10
-0.536 2.26 9.787 10
-0.545 2.269 9.653 9
-0.545 2.308 9.481 10
-0.632 2.346 9.375 10
-0.622 2.288 9.394 10
-0.689 2.317 9.5 9
-0.718 2.336 9.528 10
-0.737 2.365 9.586 10
-0.842 2.413 9.481 10
-0.833 2.365 9.461 9
-0.679 2.26 9.509 10
-0.785 2.25 9.777 10
-1.11 2.461 10.132 10
-1.053 2.585 10.304 10
-1.072 3.169 10.62 9
-1.082 2.834 10.237 10
-1.589 2.346 9.931 10
-1.608 2.595 9.758 10
-1.522 2.566 9.662 9
-1.024 2.547 9.145 10
-0.191 1.762 9.595 10
-0.105 2.93 8.916 10
-0.277 1.944 9.481 9
0.009 0.641 12.162 10
0.852 0.919 10.093 10
0.737 0.44 10.591 10
1.446 0.967 11.951 9
1.493 0.622 12.727 10
1.015 0.44 12.401 10
0.804 0.938 11.473 10
0.9 1.35 10.275 10
1.13 0.938 9.117 9
2.461 -0.124 8.753 10
2.461 -0.632 8.13 10
2.126 -0.478 7.68 10
1.675 -0.383 7.556 9
1.656 -0.44 7.0 10
2.03 -0.067 7.134 10
1.905 -0.316 7.163 10
1.915 0.009 7.287 9
1.81 0.239 7.268 10
1.915 0.593 8.446 10
1.407 1.34 9.595 10
0.718 1.57 10.448 10
0.555 1.398 10.975 9
0.794 1.359 11.338 10
0.938 1.493 11.195 10
