# Accelerometer Data File
# Started @Sat Apr 01 16:22:56 CEST 2017
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LSM330 3-axis Accelerometer
# sensor Resolution: 0.009576807m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.239 1.57 9.825 0
-0.402 1.695 9.643 9
-0.383 1.8 9.097 10
-0.335 1.972 9.375 10
-0.229 1.857 9.595 10
-0.067 1.455 9.806 9
-0.047 1.034 9.959 10
-0.325 0.938 10.247 10
-0.67 1.101 10.122 10
-0.871 1.302 10.16 9
-0.976 1.474 10.113 10
-1.034 1.522 9.701 10
-1.312 1.532 8.322 10
-0.957 1.446 8.264 9
-0.009 1.053 8.992 10
0.612 0.258 9.337 10
0.612 -0.201 9.433 10
0.354 -0.383 9.615 10
0.603 -0.421 9.959 9
0.105 -0.66 10.467 10
0.019 -1.235 11.52 10
1.283 -1.733 14.049 10
1.474 -1.589 13.397 9
0.928 -0.373 13.713 10
0.555 0.181 12.842 10
0.66 0.469 11.568 10
1.369 0.124 11.645 9
1.848 -0.363 10.869 10
2.327 -0.938 9.758 10
2.71 -1.35 9.519 10
2.547 -1.714 8.896 9
2.288 -2.068 8.925 10
2.729 -2.221 8.619 10
2.901 -2.269 8.714 10
1.752 -2.231 9.241 10
0.995 -2.011 9.117 9
0.852 -1.656 8.599 10
0.823 -1.359 8.427 10
1.082 -1.915 8.935 10
1.015 -2.671 8.734 9
0.287 -2.442 9.26 10
-0.009 -1.561 10.544 10
0.114 -1.072 10.63 10
-0.354 -0.201 10.304 9
0.0 -0.641 9.768 10
-0.076 -1.216 9.088 10
-0.134 -1.733 8.896 10
0.038 -1.972 9.624 10
0.21 -1.771 9.634 9
0.124 -1.35 9.346 10
-0.545 -0.967 10.16 10
-1.091 -0.153 9.797 10
-1.369 -0.306 9.758 9
-1.513 -0.488 10.16 10
-0.766 -1.043 10.467 10
-0.172 -1.541 10.812 10
0.086 -1.072 11.683 9
-0.21 0.392 11.616 10
-1.331 1.005 10.764 10
-1.982 0.89 9.797 10
-2.758 -0.038 7.345 9
-2.403 -1.206 4.606 10
-1.8 -0.086 1.982 10
-0.928 1.484 3.869 10
0.057 1.695 7.278 9
0.756 1.292 8.408 10
0.785 1.11 8.667 10
0.679 1.197 7.738 10
0.526 1.34 7.843 10
0.076 1.388 7.479 9
0.038 0.823 6.358 10
0.421 0.488 5.746 10
0.478 0.392 6.56 10
0.43 0.028 7.671 9
-0.89 0.9 10.553 10
-0.823 0.507 9.662 10
0.488 -0.507 10.534 10
1.733 -0.689 12.344 9
1.963 -0.584 11.817 10
1.58 -0.612 11.176 10
0.986 -0.593 10.371 10
0.316 -0.67 10.122 9
-0.239 -0.565 10.342 10
-0.335 -0.134 10.141 10
0.057 -0.095 9.864 10
0.239 -0.325 9.442 10
0.842 0.038 9.385 9
0.746 -0.421 8.379 10
0.258 -0.737 8.418 10
0.689 -0.258 8.868 10
1.589 -0.335 9.959 9
1.244 -0.584 11.042 10
-0.047 -1.11 11.664 10
-0.699 -1.264 11.281 10
-0.526 -1.139 10.534 9
-0.239 -1.177 10.381 10
-0.335 -1.331 10.342 10
-0.536 -1.34 10.065 10
-0.909 -1.446 10.132 10
-1.398 -1.484 10.237 9
-1.417 -1.57 10.113 10
-1.321 -1.618 10.237 10
-1.541 -1.781 10.457 10
-1.733 -1.857 10.256 9
-1.561 -1.752 10.132 10
-1.206 -1.599 10.486 10
-0.967 -1.714 11.003 10
-0.861 -1.81 11.013 9
-0.689 -1.771 10.821 10
-0.354 -1.915 11.204 10
0.124 -2.346 11.654 10
0.45 -2.691 12.334 9
0.881 -3.035 13.053 10
1.628 -3.371 13.637 10
2.652 -3.773 14.336 10
4.098 -4.367 15.543 10
6.837 -4.865 17.86 9
10.247 -5.056 20.81 10
14.02 -5.133 22.917 10
19.134 -4.73 24.085 10
23.769 -4.328 23.625 9
25.886 -4.453 21.385 10
24.238 -5.324 18.215 10
21.653 -6.148 14.585 10
20.484 -6.617 11.75 9
20.724 -7.268 8.877 10
21.452 -8.494 6.646 10
21.72 -10.285 4.338 10
20.331 -11.961 2.489 9
17.515 -13.895 1.599 10
13.867 -15.179 0.9 10
9.988 -16.031 -0.651 10
6.512 -17.918 -3.351 10
2.059 -19.766 -6.991 9
-2.652 -19.019 -11.07 10
-5.152 -18.617 -13.8 10
-7.431 -18.856 -14.058 10
-10.333 -19.278 -12.133 9
-13.091 -19.785 -8.829 10
-17.515 -19.9 -4.74 10
-24.938 -17.879 -1.522 10
-30.061 -16.194 0.584 9
-31.115 -14.087 2.078 10
-31.009 -12.689 2.633 10
-31.162 -12.469 3.141 10
-31.373 -12.085 7.105 9
-31.22 -12.775 12.88 10
-29.63 -14.652 17.745 10
-23.501 -18.195 22.572 10
-14.671 -22.744 26.757 10
-3.572 -27.389 29.965 9
6.713 -28.759 33.528 10
10.879 -27.217 37.033 10
12.143 -25.215 38.489 10
14.374 -23.942 36.564 9
25.062 -21.375 28.117 10
35.922 -14.48 18.282 10
38.786 -5.583 14.623 10
32.858 -1.675 18.186 9
25.1 -1.666 22.658 10
19.833 -2.346 23.003 10
17.918 -3.897 18.349 10
17.946 -5.554 12.363 10
18.674 -5.679 5.889 9
18.665 -4.395 0.0 10
16.903 -3.639 -2.719 10
13.292 -3.505 -2.173 10
9.318 -4.098 -0.565 10
4.472 -4.568 -1.867 9
0.421 -4.031 -5.583 10
-2.02 -3.141 -9.777 10
-3.208 -2.662 -11.836 9
-2.825 -1.857 -8.389 10
-2.24 -0.22 -1.924 10
-2.499 0.699 3.993 10
-3.524 0.948 7.249 9
-4.328 1.043 7.517 10
-4.797 1.532 6.119 10
-4.75 2.145 5.085 10
-4.338 2.681 4.548 10
-3.964 2.806 4.951 10
-4.012 2.624 6.885 9
-4.462 2.355 9.595 10
-4.309 2.145 12.401 10
-3.533 2.087 14.451 9
-2.911 2.336 15.112 10
-2.442 2.786 14.537 10
-2.03 3.284 13.081 10
-2.212 3.418 11.731 10
-3.543 2.987 11.511 10
-3.485 2.959 11.712 9
-2.93 3.093 12.162 10
-1.762 2.997 12.018 10
0.019 3.371 11.013 9
1.321 3.61 9.902 10
1.838 3.696 8.973 10
1.944 4.299 8.216 10
1.465 4.319 8.418 9
0.67 3.734 9.088 10
0.181 3.265 9.73 10
0.134 3.064 9.979 10
0.383 2.71 9.749 9
1.063 2.671 9.117 10
1.972 2.873 8.226 10
1.963 3.591 8.159 10
1.771 3.792 8.341 9
1.254 3.16 8.686 10
0.756 2.681 9.653 10
0.258 2.604 10.151 10
0.373 2.566 9.998 9
0.909 2.748 9.212 10
1.331 2.987 8.772 10
1.493 3.007 8.456 10
1.388 2.643 8.504 10
1.13 2.279 8.963 9
0.392 1.647 8.992 10
0.354 1.589 9.567 10
0.976 2.47 10.544 10
1.714 3.667 11.061 10
1.733 4.347 10.831 9
1.187 4.07 9.749 10
0.794 3.217 9.126 10
0.268 2.547 8.896 10
-0.057 1.953 8.781 9
0.143 1.704 8.523 10
1.541 2.557 8.418 10
3.141 3.294 7.68 9
3.639 4.577 9.241 10
1.915 6.876 10.687 10
0.22 7.24 7.872 10
0.277 6.502 6.148 10
0.766 6.129 6.368 9
1.312 5.382 6.607 10
1.57 4.376 6.742 10
1.417 3.801 7.096 10
1.072 3.706 7.613 9
0.679 3.658 8.082 10
0.632 3.572 7.948 10
1.57 3.246 8.992 10
1.877 2.968 9.806 9
2.126 2.777 9.94 10
2.039 2.844 9.825 10
1.666 2.815 9.385 10
1.206 2.671 8.887 10
0.497 2.777 8.523 9
-0.459 3.303 8.705 10
-0.967 4.118 10.036 10
-0.316 4.194 11.128 10
0.641 3.687 10.62 9
0.909 3.265 9.375 10
0.507 3.208 8.791 10
0.095 3.409 8.657 10
-0.44 3.792 8.226 9
-0.593 3.754 8.418 10
-0.402 3.514 9.155 10
-0.057 3.495 10.026 10
0.21 3.725 10.591 9
0.344 3.849 10.649 11
0.038 3.84 10.256 9
-0.679 3.744 9.921 10
-1.034 3.438 9.758 10
-1.235 3.696 9.787 9
-1.139 3.61 9.998 10
-0.842 3.495 10.189 10
-0.555 3.591 10.036 10
-0.373 3.658 9.557 9
-0.134 3.639 9.232 10
-0.028 3.447 9.126 10
-0.181 3.294 9.126 10
-0.44 3.294 9.366 9
-0.517 3.294 9.643 10
-0.507 3.351 9.873 10
-0.335 3.485 10.237 10
-0.248 3.572 10.141 9
-0.469 3.505 10.007 10
-1.101 3.447 9.835 10
-1.79 3.505 9.461 10
-2.92 3.677 5.133 10
-3.313 3.993 4.903 9
-2.126 2.892 10.141 10
-1.34 2.949 12.162 10
-0.967 3.572 10.994 10
-0.881 4.022 9.825 9
-0.957 3.888 10.285 10
-1.426 4.031 10.285 10
-2.049 4.108 9.279 10
-2.882 3.907 7.479 10
-2.442 3.256 6.636 9
-1.838 3.38 6.378 10
-1.053 3.658 6.531 10
-0.268 3.62 7.086 9
0.287 3.371 8.063 10
0.804 3.131 9.366 10
0.871 2.92 10.438 10
0.497 2.786 11.204 10
0.067 2.806 11.463 9
-0.296 2.748 11.099 10
-0.344 2.767 10.419 10
-0.344 2.777 9.442 10
-0.258 2.777 8.667 9
-0.095 2.873 8.169 10
0.153 2.987 8.006 10
0.344 3.045 8.322 10
0.43 2.987 9.318 9
0.545 2.968 10.764 10
0.584 2.815 11.444 10
0.478 2.681 11.31 10
0.134 2.614 10.496 10
0.009 2.643 9.749 9
0.095 2.652 9.155 10
0.229 2.671 8.781 10
0.287 2.652 8.647 10
0.258 2.633 8.676 9
0.191 2.633 8.743 10
0.277 2.624 8.896 10
0.545 2.681 9.433 10
0.727 2.796 9.979 9
0.737 2.719 10.16 10
0.708 2.633 10.113 10
0.699 2.681 9.95 10
0.718 2.71 9.662 9
0.708 2.7 9.404 10
0.785 2.671 9.117 10
0.871 2.652 8.877 10
0.9 2.633 8.772 10
0.967 2.662 8.801 9
1.072 2.681 8.992 10
1.216 2.681 9.509 10
1.321 2.595 9.825 10
1.34 2.624 10.007 9
1.13 2.681 10.113 10
0.995 2.7 10.007 10
0.938 2.729 9.95 10
0.89 2.738 9.72 9
0.986 2.71 9.461 10
1.12 2.643 9.251 10
1.168 2.652 9.222 10
1.11 2.748 9.337 10
1.101 2.758 9.528 9
1.12 2.748 9.777 10
1.072 2.729 9.797 10
0.976 2.719 9.643 10
0.967 2.662 9.557 9
0.909 2.595 9.212 10
0.861 2.681 9.107 10
0.823 2.71 9.011 10
0.814 2.719 9.011 9
0.861 2.729 9.059 10
0.976 2.758 9.107 10
0.995 2.786 9.155 10
1.005 2.815 9.289 9
1.082 2.844 9.318 10
1.043 2.815 9.193 10
0.919 2.777 9.193 10
0.852 2.777 9.299 9
0.756 2.758 9.318 10
0.679 2.767 9.346 10
0.66 2.748 9.366 10
0.756 2.748 9.366 10
0.766 2.796 9.327 9
0.794 2.767 9.308 10
0.679 2.767 9.136 10
0.517 2.825 9.107 10
0.488 2.873 9.184 9
0.632 2.968 9.327 10
0.679 2.987 9.471 10
0.66 3.045 9.375 10
0.488 3.045 9.299 9
0.43 3.026 9.452 10
0.545 3.026 9.739 10
0.545 2.987 9.72 10
0.363 2.978 9.528 9
0.21 3.016 9.318 10
0.21 3.045 9.04 10
0.478 3.332 8.81 10
0.555 3.438 8.781 10
0.67 3.371 8.992 9
0.89 3.284 9.193 10
0.938 3.284 9.509 10
0.814 3.313 9.758 10
0.708 3.284 9.672 9
0.526 3.189 9.337 10
0.335 3.208 9.011 10
0.268 3.122 8.887 10
0.239 3.064 8.963 9
0.373 3.064 9.26 10
0.478 3.007 9.576 10
0.622 2.978 9.902 10
0.67 2.968 9.911 9
0.565 2.949 9.519 10
0.43 2.968 9.097 10
0.43 3.016 8.848 10
0.478 3.083 8.81 10
0.565 3.169 9.222 9
0.775 3.112 9.615 10
0.957 2.94 9.844 10
0.9 2.92 9.73 10
0.746 3.035 9.519 9
0.67 3.294 9.385 10
0.43 3.399 9.289 10
0.124 3.371 9.394 10
-0.248 3.361 9.404 9
-0.469 3.342 9.241 10
-0.478 3.351 8.896 10
-0.306 3.447 8.465 10
-0.248 3.744 5.717 10
-0.392 4.185 5.487 9
0.124 3.763 8.379 10
0.028 3.715 10.457 10
-0.689 4.118 10.879 10
-1.235 4.137 10.457 9
-1.292 3.667 10.39 10
-1.302 3.524 10.132 10
-1.58 3.543 9.548 10
-1.197 3.533 8.686 9
-0.392 3.6 7.891 10
0.153 3.687 7.536 10
0.373 3.84 7.939 10
0.392 3.792 8.791 9
0.22 3.572 9.404 10
-0.143 3.39 9.749 10
-0.536 3.246 9.902 10
-0.727 3.217 9.816 10
-0.67 3.303 9.672 9
-0.363 3.332 9.385 10
-0.067 3.342 8.963 10
0.095 3.342 8.59 10
0.143 3.409 8.456 9
0.124 3.476 8.58 10
0.105 3.514 8.935 10
0.143 3.466 9.375 10
0.21 3.351 9.806 10
0.229 3.169 9.95 9
0.21 3.007 9.911 10
0.239 3.026 9.844 10
0.268 3.131 9.701 9
0.248 3.275 9.414 10
0.268 3.303 9.279 10
0.229 3.198 9.155 10
0.201 3.083 9.04 10
0.134 3.055 9.002 9
0.114 3.074 9.251 10
0.191 2.959 9.423 10

# Completed @Sat Apr 01 16:23:01 CEST 2017
