# Accelerometer Data File
# Started @Sun Mar 26 22:20:51 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.161 6.722 8.095 0
0.161 6.722 8.095 5
0.161 6.722 8.095 3
0.08 6.737 8.095 2
0.08 6.737 8.095 5
0.113 6.78 7.976 5
0.113 6.78 7.976 5
0.113 6.78 7.976 3
0.108 6.88 7.808 2
0.108 6.88 7.808 5
0.046 6.823 7.818 5
0.046 6.823 7.818 5
0.046 6.823 7.818 3
0.017 6.789 7.894 2
0.017 6.789 7.894 5
0.046 6.737 8.048 5
0.046 6.737 8.048 5
0.046 6.737 8.048 3
0.128 6.751 7.918 2
0.128 6.751 7.918 5
0.166 6.813 7.914 5
0.166 6.813 7.914 5
0.166 6.813 7.914 3
0.314 6.895 7.703 2
0.252 6.924 7.526 5
0.252 6.924 7.526 5
0.305 6.852 7.617 5
0.305 6.852 7.617 4
0.305 6.852 7.617 1
0.257 6.856 7.564 5
0.257 6.856 7.564 5
0.209 6.794 7.66 5
0.209 6.794 7.66 3
0.209 6.794 7.66 2
0.156 6.813 7.574 5
0.156 6.813 7.574 5
0.238 6.756 7.564 5
0.238 6.756 7.564 3
0.238 6.756 7.564 2
0.257 6.761 7.511 5
0.257 6.761 7.511 5
0.257 6.766 7.234 5
0.257 6.766 7.234 4
0.219 6.761 7.195 6
0.219 6.761 7.195 5
0.214 6.751 7.023 5
0.214 6.751 7.023 3
0.214 6.751 7.023 2
0.257 6.78 6.965 5
0.257 6.78 6.965 5
0.295 6.727 6.989 5
0.295 6.727 6.989 4
0.295 6.727 6.989 1
0.855 6.588 7.08 5
1.004 6.55 7.703 5
1.004 6.55 7.703 5
1.004 6.55 7.703 4
-0.116 7.388 6.544 1
-0.116 7.388 6.544 5
-0.729 7.182 7.588 5
-0.729 7.182 7.588 5
-0.729 7.182 7.588 3
-0.025 6.727 6.563 2
-0.025 6.727 6.563 5
0.42 6.766 6.664 5
0.42 6.766 6.664 5
0.42 6.766 6.664 3
0.415 6.904 7.143 2
0.415 6.904 7.143 5
0.377 6.823 6.98 5
0.377 6.823 6.98 5
0.377 6.823 6.98 4
0.362 6.78 7.085 1
0.362 6.78 7.085 5
0.252 6.722 7.219 5
0.252 6.722 7.219 5
0.252 6.722 7.219 3
0.104 6.607 7.157 2
0.104 6.607 7.157 5
-0.087 6.545 7.291 5
-0.087 6.545 7.291 5
-0.087 6.545 7.291 3
-0.226 6.598 7.19 2
-0.226 6.598 7.19 5
-0.116 6.665 6.941 5
-0.197 6.804 7.416 5
-0.197 6.804 7.416 4
0.152 6.818 7.205 6
0.152 6.818 7.205 5
0.19 6.919 7.334 5
0.19 6.919 7.334 3
0.19 6.919 7.334 2
0.147 6.943 7.056 5
0.147 6.943 7.056 5
0.032 7.005 7.1 5
0.032 7.005 7.1 4
0.032 7.005 7.1 1
0.128 7.115 6.76 5
0.128 7.115 6.76 5
0.171 7.082 6.932 5
0.171 7.082 6.932 4
0.171 7.082 6.932 1
0.319 6.986 6.788 5
0.319 6.986 6.788 5
0.214 7.086 6.903 5
0.214 7.086 6.903 3
0.214 7.086 6.903 2
0.209 6.938 6.769 5
0.209 6.938 6.769 5
0.199 6.856 6.841 5
0.199 6.856 6.841 3
0.199 6.856 6.841 2
0.027 6.794 6.918 5
0.027 6.794 6.918 5
-0.096 6.54 6.75 5
-0.096 6.54 6.75 4
-0.096 6.54 6.75 1
-0.278 6.469 7.1 5
-0.278 6.469 7.1 5
-0.298 6.291 7.1 5
-0.298 6.291 7.1 3
-0.231 6.363 7.095 2
-0.231 6.363 7.095 5
-0.125 6.416 7.09 5
-0.125 6.416 7.09 5
-0.125 6.416 7.09 3
-0.015 6.493 6.769 2
-0.015 6.493 6.769 5
0.051 6.579 6.673 5
0.051 6.579 6.673 5
0.051 6.579 6.673 4
0.003 6.627 6.539 1
0.003 6.627 6.539 5
0.104 6.636 6.558 5
0.104 6.636 6.558 5
0.104 6.636 6.558 3
0.08 6.641 6.578 2
0.08 6.641 6.578 5
0.113 6.689 6.573 5
0.113 6.689 6.573 5
0.113 6.689 6.573 4
0.08 6.646 6.52 1
0.08 6.646 6.52 5
-0.034 6.718 6.774 5
-0.034 6.718 6.774 5
-0.034 6.718 6.774 4
0.027 6.631 6.439 1
0.027 6.631 6.439 5
-0.015 6.799 6.563 5
-0.015 6.799 6.563 5
-0.015 6.799 6.563 3
-0.005 6.861 6.381 2
0.061 6.813 6.515 5
0.061 6.813 6.515 5
0.022 6.813 6.74 5
0.022 6.813 6.74 3
0.022 6.813 6.74 2
0.008 6.856 6.678 5
0.008 6.856 6.678 5
0.147 6.837 6.673 5
0.147 6.837 6.673 4
0.147 6.837 6.673 1
0.142 6.895 6.894 5
0.142 6.895 6.894 5
0.046 6.89 6.87 5
0.046 6.89 6.87 4
0.046 6.89 6.87 1
-0.073 6.856 6.783 5
-0.073 6.856 6.783 5
-0.13 6.861 6.783 5
-0.13 6.861 6.783 4
-0.13 6.861 6.783 1
-0.125 6.89 6.807 5
-0.125 6.89 6.807 5
-0.087 6.919 6.697 5
-0.087 6.919 6.697 4
-0.087 6.919 6.697 1
-0.092 6.943 6.716 5
-0.092 6.943 6.716 5
-0.087 6.967 6.678 5
-0.087 6.967 6.678 4
-0.087 6.967 6.678 1
-0.168 6.914 6.755 5
-0.168 6.914 6.755 5
-0.216 6.842 6.836 5
-0.216 6.842 6.836 4
-0.192 6.919 6.889 1
-0.192 6.919 6.889 5
-0.183 6.852 6.755 5
-0.183 6.852 6.755 5
-0.183 6.852 6.755 4
-0.092 6.933 6.918 1
-0.092 6.933 6.918 5
-0.029 6.947 6.851 5
-0.029 6.947 6.851 5
-0.029 6.947 6.851 4
0.017 6.967 6.827 1
0.017 6.967 6.827 5
0.084 6.962 6.951 5
0.084 6.962 6.951 5
0.084 6.962 6.951 4
0.147 6.986 6.865 1
0.147 6.986 6.865 5
0.104 7.038 6.851 5
0.104 7.038 6.851 5
0.104 7.038 6.851 4
0.089 7.029 6.831 1
0.089 7.029 6.831 5
0.094 6.991 6.937 5
0.094 6.991 6.937 5
0.094 6.991 6.937 4
0.113 7.005 6.913 1
0.113 7.005 6.913 5
0.084 6.976 6.937 5
0.084 6.976 6.937 5
0.084 6.976 6.937 4
0.065 6.914 7.004 1
0.065 6.914 7.004 5
0.051 6.866 6.994 5
0.137 6.947 6.98 5
0.137 6.947 6.98 5
0.137 6.947 6.98 1
0.29 6.943 6.903 4
0.29 6.943 6.903 5
0.233 7.0 6.913 5
0.233 7.0 6.913 4
0.233 7.0 6.913 1
0.233 7.0 6.913 5
0.233 7.0 6.913 5
0.238 6.919 6.913 5
0.238 6.919 6.913 4
0.238 6.919 6.913 1
0.204 6.924 7.009 5
0.204 6.924 7.009 5
0.142 6.895 6.932 5
0.142 6.895 6.932 4
0.142 6.895 6.932 1
0.137 6.88 6.918 5
0.137 6.88 6.918 5
-0.01 6.847 6.783 5
-0.01 6.847 6.783 4
-0.01 6.847 6.783 1
0.003 6.842 6.764 5
0.003 6.842 6.764 5
0.065 6.842 6.769 5
0.065 6.842 6.769 4
0.065 6.842 6.769 1
0.132 6.876 6.827 5
0.132 6.876 6.827 5
0.209 6.885 6.946 5
0.209 6.885 6.946 4
0.195 6.895 7.08 2
0.195 6.895 7.08 4
0.142 6.833 7.104 5
0.142 6.833 7.104 5
0.142 6.833 7.104 4
0.118 6.856 7.023 1
0.118 6.856 7.023 5
0.108 6.852 7.047 5
