# Accelerometer Data File
# Started @Fri Mar 31 10:01:26 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.104 6.488 7.76 3
0.089 6.435 8.043 2
0.089 6.435 8.043 5
-0.063 6.363 8.148 5
-0.063 6.363 8.148 5
-0.063 6.363 8.148 3
-0.154 6.344 8.043 2
-0.154 6.344 8.043 5
-0.197 6.392 7.87 5
-0.197 6.392 7.87 5
-0.197 6.392 7.87 3
-0.144 6.473 7.775 2
-0.144 6.473 7.775 5
-0.106 6.531 7.736 5
-0.106 6.531 7.736 5
-0.106 6.531 7.736 3
-0.044 6.512 7.727 2
-0.044 6.512 7.727 5
-0.015 6.555 7.818 5
-0.015 6.555 7.818 5
-0.015 6.555 7.818 3
-0.092 6.512 7.779 2
-0.092 6.512 7.779 5
-0.116 6.464 7.669 5
-0.111 6.526 7.602 5
-0.111 6.526 7.602 3
-0.111 6.526 7.602 2
-0.058 6.54 7.463 5
-0.058 6.54 7.463 5
-0.049 6.555 7.349 5
-0.049 6.555 7.349 3
-0.049 6.555 7.349 2
0.027 6.574 7.396 5
0.027 6.574 7.396 5
0.132 6.569 7.444 5
0.132 6.569 7.444 3
0.132 6.569 7.444 2
0.175 6.631 7.406 5
0.175 6.631 7.406 5
0.214 6.607 7.358 5
0.214 6.607 7.358 4
0.214 6.607 7.358 1
0.18 6.56 7.353 5
0.18 6.56 7.353 5
0.171 6.569 7.377 5
0.171 6.569 7.377 3
0.171 6.569 7.377 2
0.166 6.54 7.358 5
0.166 6.54 7.358 5
0.19 6.555 7.305 5
0.19 6.555 7.305 3
0.19 6.555 7.305 2
0.195 6.603 7.277 5
0.195 6.603 7.277 5
0.199 6.651 7.181 5
0.199 6.651 7.181 4
0.219 6.66 7.08 1
0.219 6.66 7.08 5
0.161 6.665 7.052 5
0.161 6.665 7.052 5
0.161 6.665 7.052 3
0.147 6.603 6.98 2
0.147 6.603 6.98 5
0.123 6.56 7.114 5
0.123 6.56 7.114 5
0.123 6.56 7.114 3
0.046 6.493 7.181 2
0.046 6.493 7.181 5
0.046 6.464 7.214 5
0.046 6.464 7.214 5
0.046 6.464 7.214 3
0.022 6.488 7.248 2
0.022 6.488 7.248 5
0.003 6.493 7.2 5
0.003 6.493 7.2 5
0.003 6.493 7.2 3
0.037 6.517 7.229 2
0.037 6.517 7.229 5
0.065 6.517 7.291 5
0.065 6.517 7.291 5
0.065 6.517 7.291 3
0.046 6.449 7.363 2
0.046 6.449 7.363 5
-0.001 6.402 7.459 5
-0.116 6.311 7.559 5
-0.116 6.311 7.559 5
-0.168 6.301 7.636 5
-0.168 6.301 7.636 5
-0.044 6.32 7.602 5
-0.044 6.32 7.602 3
-0.044 6.32 7.602 2
0.099 6.449 7.564 5
0.099 6.449 7.564 5
0.228 6.454 7.497 5
0.228 6.454 7.497 4
0.228 6.454 7.497 1
0.199 6.531 7.583 5
0.199 6.531 7.583 5
0.07 6.469 7.545 5
0.07 6.469 7.545 4
0.07 6.469 7.545 1
-0.049 6.382 7.554 5
-0.049 6.382 7.554 5
-0.063 6.392 7.463 5
-0.063 6.392 7.463 4
-0.063 6.392 7.463 1
-0.02 6.454 7.401 5
-0.02 6.454 7.401 5
0.175 6.55 7.463 5
0.175 6.55 7.463 4
0.175 6.55 7.463 1
0.243 6.545 7.545 5
0.243 6.545 7.545 5
0.223 6.526 7.602 5
0.223 6.526 7.602 4
0.156 6.473 7.526 1
0.156 6.473 7.526 5
0.003 6.454 7.406 5
0.003 6.454 7.406 5
0.003 6.454 7.406 4
-0.087 6.426 7.32 1
-0.087 6.426 7.32 5
-0.12 6.406 7.396 5
-0.12 6.406 7.396 5
-0.12 6.406 7.396 4
-0.068 6.406 7.406 1
-0.068 6.406 7.406 6
0.027 6.488 7.368 4
0.027 6.488 7.368 5
0.027 6.488 7.368 4
0.094 6.54 7.358 1
0.094 6.54 7.358 5
0.128 6.631 7.325 5
0.128 6.631 7.325 5
0.128 6.631 7.325 4
-0.015 6.55 7.377 1
-0.015 6.55 7.377 5
-0.02 6.718 7.262 5
-0.02 6.718 7.262 5
-0.02 6.718 7.262 4
0.037 6.651 7.037 1
0.037 6.651 7.037 6
0.128 6.708 7.123 4
0.156 6.718 7.171 5
0.156 6.718 7.171 4
0.156 6.718 7.171 1
0.204 6.698 7.281 5
0.204 6.698 7.281 5
0.29 6.598 7.454 5
0.29 6.598 7.454 4
0.29 6.598 7.454 1
0.487 6.651 7.626 5
0.487 6.651 7.626 5
0.597 6.627 7.89 5
0.597 6.627 7.89 4
0.597 6.627 7.89 1
0.472 6.497 7.88 6
0.472 6.497 7.88 5
0.262 6.464 7.674 5
0.262 6.464 7.674 3
0.262 6.464 7.674 1
0.156 6.411 7.55 5
0.156 6.411 7.55 5
0.065 6.43 7.42 5
0.065 6.43 7.42 4
0.065 6.43 7.42 1
0.061 6.349 7.267 5
0.061 6.349 7.267 5
0.214 6.555 6.932 5
0.214 6.555 6.932 4
0.214 6.555 6.932 1
0.324 6.617 6.918 6
0.324 6.617 6.918 5
0.31 6.617 6.678 5
0.31 6.617 6.678 3
0.3 6.631 6.487 1
0.3 6.631 6.487 5
0.372 6.665 6.443 5
0.372 6.665 6.443 5
0.372 6.665 6.443 4
0.314 6.646 6.453 1
0.314 6.646 6.453 5
0.204 6.564 6.472 5
0.204 6.564 6.472 5
0.204 6.564 6.472 4
0.113 6.512 6.429 1
0.113 6.512 6.429 6
0.195 6.579 6.4 5
0.195 6.579 6.4 5
0.195 6.579 6.4 3
0.343 6.603 6.467 1
0.343 6.603 6.467 5
0.669 6.66 6.625 5
0.669 6.66 6.625 5
0.669 6.66 6.625 4
0.827 6.545 6.649 1
0.827 6.545 6.649 5
1.076 6.742 6.779 5
1.076 6.742 6.779 5
1.076 6.742 6.779 4
1.167 6.689 6.712 1
1.167 6.689 6.712 6
1.31 6.746 6.539 5
1.31 6.746 6.539 5
1.31 6.746 6.539 3
1.473 6.833 6.453 2
2.488 6.991 6.391 4
2.488 6.991 6.391 6
4.241 7.469 7.214 5
4.241 7.469 7.214 3
4.241 7.469 7.214 2
6.137 7.747 8.646 5
6.137 7.747 8.646 5
7.851 7.824 10.044 5
7.851 7.824 10.044 3
7.851 7.824 10.044 2
8.895 7.809 10.83 5
8.895 7.809 10.83 5
9.063 7.584 11.127 5
9.063 7.584 11.127 3
9.063 7.584 11.127 2
8.833 7.115 10.59 5
8.833 7.115 10.59 5
8.56 6.775 10.054 5
8.56 6.775 10.054 3
8.56 6.775 10.054 2
9.566 6.785 9.594 5
9.566 6.785 9.594 5
12.012 7.24 10.485 5
12.012 7.24 10.485 3
12.012 7.24 10.485 2
13.195 6.952 11.476 5
13.195 6.952 11.476 5
13.166 6.392 11.931 5
13.166 6.392 11.931 3
13.166 5.731 12.338 2
13.166 5.731 12.338 5
12.539 4.908 12.716 5
12.539 4.908 12.716 5
12.539 4.908 12.716 3
11.289 3.821 12.779 2
11.289 3.821 12.779 5
10.753 3.078 12.855 5
10.753 3.078 12.855 5
10.753 3.078 12.855 3
9.585 2.456 12.731 2
9.585 2.456 12.731 5
7.933 1.723 11.787 5
7.933 1.723 11.787 5
7.933 1.723 11.787 3
4.916 0.742 10.04 2
4.916 0.742 10.04 5
2.177 0.459 7.54 5
2.177 0.459 7.54 5
2.177 0.459 7.54 3
-0.389 0.742 7.219 2
-0.389 0.742 7.219 5
-4.329 0.076 6.276 5
-4.329 0.076 6.276 5
-4.329 0.076 6.276 3
-8.045 -0.919 5.237 2
-8.045 -0.919 5.237 5
-9.233 -0.723 4.988 5
-9.827 -0.43 5.787 5
-9.827 -0.43 5.787 4
-9.827 -0.43 5.787 1
-11.201 -0.857 6.831 5
-11.201 -0.857 6.831 5
-11.905 -1.307 6.592 5
-11.905 -1.307 6.592 3
-11.905 -1.307 6.592 2
-12.063 -0.852 6.362 5
-12.063 -0.852 6.362 5
-12.513 -0.383 6.841 5
-12.513 -0.383 6.841 3
-12.513 -0.383 6.841 2
-12.834 -0.373 7.171 5
-12.834 -0.373 7.171 5
-13.332 -0.459 7.463 5
-13.332 -0.459 7.463 4
-13.332 -0.459 7.463 1
-13.581 -0.081 7.181 5
-13.581 -0.081 7.181 5
-13.183 0.301 6.721 5
-13.183 0.301 6.721 3
-13.183 0.301 6.721 2
-12.249 1.043 6.587 5
-12.249 1.043 6.587 5
-11.004 1.92 7.08 5
-11.004 1.92 7.08 3
-11.004 1.92 7.08 2
-10.396 2.375 7.171 5
-10.396 2.375 7.171 5
-10.104 2.758 7.042 5
-10.104 2.758 7.042 3
-10.104 2.758 7.042 2
-9.376 3.38 6.563 5
-7.892 4.194 6.329 5
-7.892 4.194 6.329 5
-7.892 4.194 6.329 3
-6.862 4.721 6.372 2
-6.862 4.721 6.372 5
-6.594 4.831 6.104 5
-6.594 4.831 6.104 5
-6.594 4.831 6.104 3
-6.484 4.888 5.586 2
-6.484 4.888 5.586 5
-5.823 5.214 4.739 5
-5.823 5.214 4.739 5
-5.823 5.214 4.739 4
-4.612 5.947 4.734 1
-4.612 5.947 4.734 5
-3.908 6.272 4.523 5
-3.908 6.272 4.523 5
-3.908 6.272 4.523 3
-3.415 6.603 4.193 2
-3.415 6.603 4.193 5
-3.084 6.89 4.112 5
-3.084 6.89 4.112 5
-3.084 6.89 4.112 3
-2.95 6.847 3.858 2
-2.95 6.847 3.858 5
-3.065 6.971 4.27 5
-2.73 6.933 4.356 5
-2.73 6.933 4.356 4
-2.73 6.933 4.356 1
-2.428 7.149 4.744 5
-2.428 7.149 4.744 5
-2.294 7.163 4.94 5
-2.294 7.163 4.94 3
-2.294 7.163 4.94 2
-2.342 7.129 5.165 5
-2.342 7.129 5.165 5
-1.983 7.23 5.572 5
-1.983 7.23 5.572 3
-1.983 7.23 5.572 2
-1.428 7.436 6.151 5
-1.428 7.436 6.151 5
-1.399 7.474 6.467 5
-1.399 7.474 6.467 3
-1.399 7.474 6.467 2
-1.705 7.455 6.654 5
-1.705 7.455 6.654 5
-1.844 7.493 6.582 5
-1.844 7.493 6.582 4
-1.844 7.493 6.582 1
-1.916 7.517 6.616 5
-1.916 7.517 6.616 5
-1.835 7.671 6.597 5
-1.835 7.671 6.597 3
-1.835 7.671 6.597 2
-1.543 7.819 6.506 5
-1.543 7.819 6.506 5
-1.519 7.881 6.621 5
-1.519 7.881 6.621 4
-1.519 7.881 6.621 1
-1.691 7.762 6.568 5
-1.883 7.723 6.506 5
-1.883 7.723 6.506 5
-1.883 7.723 6.506 4
-1.916 7.685 6.491 1
-1.916 7.685 6.491 5
-2.002 7.671 6.496 5
-2.002 7.671 6.496 5
-2.002 7.671 6.496 4
-2.395 7.412 6.41 1
-2.395 7.412 6.41 5
-2.701 7.302 6.252 5
-2.701 7.302 6.252 5
-2.701 7.302 6.252 4
-2.96 7.278 6.185 1
-2.96 7.278 6.185 5
-2.989 7.038 6.29 5
-2.989 7.038 6.29 5
-2.989 7.038 6.29 4
-2.759 7.019 6.76 1
-2.759 7.019 6.76 5
-2.385 7.149 7.076 5
-2.385 7.149 7.076 5
-2.385 7.149 7.076 4
-2.27 7.182 6.874 1
-2.27 7.182 6.874 5
-2.376 7.278 6.597 5
-2.376 7.278 6.597 5
-2.376 7.278 6.597 4
-2.562 7.398 6.108 1
-2.562 7.398 6.108 5
-2.634 7.422 5.783 5
-2.735 7.431 5.845 5
-2.735 7.431 5.845 4
-2.735 7.431 5.845 1
-2.687 7.316 6.123 5
-2.687 7.316 6.123 5
-2.481 7.259 6.3 5
-2.481 7.259 6.3 4
-2.481 7.259 6.3 1
-2.285 7.321 6.381 6
-2.285 7.321 6.381 4
-2.294 7.35 6.118 5
-2.294 7.35 6.118 4
-2.294 7.35 6.118 1
-2.385 7.335 5.859 5
-2.385 7.335 5.859 5
-2.472 7.264 5.831 5
-2.472 7.264 5.831 4
-2.472 7.264 5.831 1
-2.424 7.206 5.783 5
-2.424 7.206 5.783 5
-2.395 7.129 6.022 5
-2.395 7.129 6.022 4
-2.395 7.129 6.022 1
-2.366 7.12 5.998 6
-2.366 7.12 5.998 4
-2.304 7.134 5.989 5
-2.304 7.134 5.989 4
-2.304 7.134 5.989 1
-2.404 7.139 5.898 5
-2.457 7.125 5.807 5
-2.457 7.125 5.807 5
-2.457 7.125 5.807 4
-2.371 7.235 5.922 1
-2.371 7.235 5.922 5
-2.294 7.225 6.137 5
-2.294 7.225 6.137 5
-2.294 7.225 6.137 4
-2.328 7.163 6.348 1
-2.328 7.163 6.348 6
-2.342 7.192 6.487 5
-2.342 7.192 6.487 5
-2.342 7.192 6.487 3
-2.4 7.115 6.348 1
-2.4 7.115 6.348 5
-2.481 7.168 6.271 5
-2.481 7.168 6.271 5
-2.481 7.168 6.271 4
-2.519 7.173 6.276 1
-2.519 7.173 6.276 5
-2.591 7.082 6.487 5
-2.591 7.082 6.487 5
-2.591 7.082 6.487 4
-2.558 6.991 6.525 1
-2.558 6.991 6.525 6
-2.414 7.058 6.52 5
-2.414 7.058 6.52 5
-2.414 7.058 6.52 3
-2.27 7.129 6.424 1
-2.27 7.129 6.424 5
-2.285 7.144 6.391 5
-2.27 7.163 6.295 5
-2.27 7.163 6.295 4
-2.27 7.163 6.295 1
-2.318 7.177 6.309 5
-2.318 7.177 6.309 5
-2.376 7.134 6.218 5
-2.376 7.134 6.218 4
-2.376 7.134 6.218 1
-2.223 7.225 6.338 6
-2.223 7.225 6.338 5
-2.084 7.326 6.338 5
-2.084 7.326 6.338 3
-2.084 7.326 6.338 1
-2.074 7.297 6.42 5
-2.074 7.297 6.42 5
-2.031 7.211 6.348 5
-2.031 7.211 6.348 4
-2.031 7.211 6.348 1
-2.05 7.259 6.324 5
-2.05 7.259 6.324 6
-1.954 7.278 6.309 5
-1.954 7.278 6.309 3
-1.954 7.278 6.309 2
-1.868 7.335 6.372 5
-1.868 7.335 6.372 5
-1.883 7.307 6.156 5
-1.883 7.307 6.156 3
-1.883 7.307 6.156 2
-1.868 7.402 6.08 5
-2.05 7.34 6.127 5
-2.05 7.34 6.127 5
-2.05 7.34 6.127 3
-2.098 7.268 6.175 2
-2.098 7.268 6.175 5
-1.997 7.287 6.3 5
-1.997 7.287 6.3 5
-1.997 7.287 6.3 3
-1.887 7.292 6.439 2
-1.887 7.292 6.439 5
-1.796 7.287 6.434 5
-1.796 7.287 6.434 5
-1.796 7.287 6.434 3
-1.83 7.326 6.443 2
-1.83 7.326 6.443 5
-1.94 7.302 6.348 5
-1.94 7.302 6.348 5
-1.94 7.302 6.348 3
-1.911 7.402 6.175 2
-1.911 7.402 6.175 5
-1.926 7.412 6.142 5
-1.926 7.412 6.142 5
-1.926 7.412 6.142 3
-1.873 7.383 6.262 2
-1.873 7.383 6.262 5
-1.863 7.345 6.343 5
-1.863 7.345 6.343 5
-1.863 7.345 6.343 3
-1.806 7.354 6.391 2
-1.806 7.354 6.391 5
-1.844 7.297 6.506 5
-1.969 7.345 6.482 5
-1.969 7.345 6.482 3
-1.969 7.345 6.482 2
-1.959 7.364 6.472 5
-1.959 7.364 6.472 5
-1.974 7.235 6.525 5
-1.974 7.235 6.525 3
-1.974 7.235 6.525 2
-1.906 7.249 6.649 5
-1.906 7.249 6.649 5
-1.816 7.264 6.602 5
-1.816 7.264 6.602 3
-1.816 7.264 6.602 2
-1.83 7.307 6.606 5
-1.83 7.307 6.606 5
-1.969 7.211 6.673 5
-1.969 7.211 6.673 3
-1.969 7.211 6.673 2
-1.997 7.12 6.731 5
-1.997 7.12 6.731 5
-2.045 7.12 6.616 5
-2.045 7.12 6.616 3
-2.045 7.12 6.616 2
-2.064 7.072 6.534 5
-2.064 7.072 6.534 5
-2.103 7.082 6.472 5
-2.103 7.082 6.472 4
-2.103 7.082 6.472 1
-2.141 7.086 6.549 5
-2.141 7.086 6.549 5
-2.136 7.029 6.558 5
-2.136 7.029 6.558 3
-2.141 6.991 6.731 2
-2.141 6.991 6.731 5
-2.175 6.938 6.702 5
-2.175 6.938 6.702 5
-2.175 6.938 6.702 3
