# Accelerometer Data File
# Started @Sun Mar 26 22:20:29 GMT+02:00 2017
#
#
# sensor Vendor: Invensense
# sensor Name: ICM20610 Acceleration Sensor
# sensor Resolution: 0.0011971008m/sec^2; Max Range: 39.2266; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.712 6.335 7.554 0
0.712 6.335 7.554 5
0.712 6.335 7.554 3
0.688 6.32 7.789 1
0.688 6.32 7.789 5
0.506 6.263 7.799 5
0.506 6.263 7.799 5
0.506 6.263 7.799 4
0.314 6.143 7.688 1
0.314 6.143 7.688 5
0.348 6.397 7.487 5
0.348 6.397 7.487 5
0.348 6.397 7.487 5
0.367 6.349 7.564 5
0.362 6.263 7.617 5
0.214 6.411 7.425 5
0.214 6.411 7.425 4
0.214 6.411 7.425 1
0.381 6.358 7.588 5
0.381 6.358 7.588 5
0.338 6.229 7.684 5
0.338 6.229 7.684 4
0.338 6.229 7.684 1
0.266 6.047 8.143 5
0.266 6.047 8.143 5
0.305 5.942 8.354 5
0.305 5.942 8.354 4
0.305 5.942 8.354 1
0.362 6.148 8.258 5
0.362 6.148 8.258 5
0.343 6.124 8.344 5
0.343 6.124 8.344 4
0.343 6.124 8.344 1
0.314 6.21 8.052 5
0.314 6.21 8.052 5
0.089 6.095 7.937 5
0.089 6.095 7.937 4
0.089 6.095 7.937 1
0.07 6.248 7.818 6
0.07 6.248 7.818 4
0.017 6.181 8.009 5
0.017 6.181 8.009 4
0.017 6.181 8.009 2
0.099 6.258 8.234 4
0.099 6.258 8.234 5
0.587 6.291 8.335 5
0.587 6.291 8.335 4
0.324 6.473 8.455 2
0.324 6.473 8.455 5
0.037 6.469 7.808 5
0.037 6.469 7.808 5
0.037 6.469 7.808 3
0.075 6.569 7.99 2
0.075 6.569 7.99 5
0.123 6.646 7.674 5
0.123 6.646 7.674 5
0.123 6.646 7.674 4
0.108 6.612 7.727 1
0.108 6.612 7.727 5
0.199 6.603 7.693 5
0.199 6.603 7.693 5
0.199 6.603 7.693 3
0.137 6.564 7.693 2
0.137 6.564 7.693 5
0.118 6.493 7.736 5
0.118 6.493 7.736 5
0.118 6.493 7.736 3
0.108 6.517 7.665 2
0.108 6.517 7.665 5
0.128 6.574 7.473 5
0.128 6.574 7.473 5
0.128 6.574 7.473 3
0.204 6.627 7.449 2
0.204 6.627 7.449 5
0.199 6.732 7.272 5
0.199 6.732 7.272 5
0.199 6.732 7.272 3
0.238 6.722 7.08 2
0.238 6.722 7.08 5
0.19 6.689 6.827 5
0.338 6.698 6.779 5
0.338 6.698 6.779 3
0.338 6.698 6.779 2
